input1	input2	input3	label
w	l	lwfmtsjkbdpgn	lwwfmtsjkbdpgn
v	z	blskzjvdr	blskzvjvdr
f	w	pjwcm	pjwfcm
c	r	mvgwtrqnsl	mvgwtrcqnsl
z	f	phfdw	phfzdw
a	l	dxlsz	dxlasz
e	s	qtzsbpf	qtzsebpf
f	s	smtf	sfmtf
o	p	fpr	fpor
t	s	mxs	mxst
y	d	pzgmtdhw	pzgmtdyhw
g	s	xsnv	xsgnv
o	s	sjcvn	sojcvn
n	m	nldmxcfz	nldmnxcfz
j	m	cbfmvznq	cbfmjvznq
x	c	zjtgscnx	zjtgscxnx
f	b	srvdchblxnp	srvdchbflxnp
v	x	mxzjl	mxvzjl
k	j	mwvzfcdplkbrnxgjhstq	mwvzfcdplkbrnxgjkhstq
g	w	pqwr	pqwgr
o	k	klgcrs	kolgcrs
i	j	jgsmxqpwk	jigsmxqpwk
t	m	jfdmlq	jfdmtlq
y	r	rpfwsdlxjm	rypfwsdlxjm
b	q	ljmhnbwq	ljmhnbwqb
u	p	vkfbprtdm	vkfbpurtdm
v	n	vnrlfjhzb	vnvrlfjhzb
g	r	tcgnr	tcgnrg
w	l	vhblrqxnp	vhblwrqxnp
o	v	cbvk	cbvok
c	q	vqxmcph	vqcxmcph
k	d	rdzsl	rdkzsl
p	t	fbsvtr	fbsvtpr
k	w	pwrhgzcx	pwkrhgzcx
n	m	nhmbcq	nhmnbcq
q	b	bljkgqc	bqljkgqc
t	f	bmwtfg	bmwtftg
o	c	flcsj	flcosj
a	f	nfsbdkq	nfasbdkq
e	r	dqrtgwlb	dqretgwlb
e	d	gkmjpdwhnclqt	gkmjpdewhnclqt
y	n	nvpqwbtcmsg	nyvpqwbtcmsg
s	w	pvkfsdcnw	pvkfsdcnws
s	g	tsmhjdpg	tsmhjdpgs
p	v	vdxlp	vpdxlp
r	m	ngzbpcfkqm	ngzbpcfkqmr
i	v	pxvgrmbsjwlc	pxvigrmbsjwlc
w	j	zkgjr	zkgjwr
k	g	cwrnmjgdvkx	cwrnmjgkdvkx
s	r	wmrjtf	wmrsjtf
d	m	jntgkvmrxs	jntgkvmdrxs
o	r	prhbv	prohbv
k	m	pgvmfhj	pgvmkfhj
x	v	twbvmlh	twbvxmlh
p	d	xjlncbd	xjlncbdp
v	h	qcgjrdkvh	qcgjrdkvhv
t	f	qvf	qvft
q	c	wjlctg	wjlcqtg
w	v	ftbspdv	ftbspdvw
u	c	qwclgx	qwculgx
t	f	vqxfwclg	vqxftwclg
o	q	qgrcltnbj	qogrcltnbj
d	n	hvnkbsqmw	hvndkbsqmw
h	g	hgwc	hghwc
j	q	qzgdj	qjzgdj
o	v	cvpwdq	cvopwdq
n	s	jcspwtklngvb	jcsnpwtklngvb
h	v	gvbmlzf	gvhbmlzf
y	f	bznsdwfjc	bznsdwfyjc
s	r	fbthr	fbthrs
g	p	rpgmhd	rpggmhd
r	j	bzlqfnjc	bzlqfnjrc
u	l	gvlbztcdprhfxj	gvlubztcdprhfxj
w	x	mklwzfx	mklwzfxw
r	d	mqntksrdf	mqntksrdrf
t	j	slxczj	slxczjt
o	x	kxstlwzj	kxostlwzj
e	j	fqjdxcmk	fqjedxcmk
q	w	tcbsrwnvfpqhlz	tcbsrwqnvfpqhlz
l	x	hrlgx	hrlgxl
z	m	xhfjm	xhfjmz
c	l	hkjwlvx	hkjwlcvx
c	n	sczn	scznc
u	z	zqcfvbgsj	zuqcfvbgsj
n	r	kshmjrgxqt	kshmjrngxqt
e	w	bswnmgtzqlvc	bswenmgtzqlvc
s	t	txpksb	tsxpksb
u	p	pfbtsckd	pufbtsckd
o	b	bpxmvhngsq	bopxmvhngsq
k	t	fdjtrgz	fdjtkrgz
u	c	cgzlkm	cugzlkm
t	m	dwfpvmkqjs	dwfpvmtkqjs
l	z	zlfxgqsbncdmp	zllfxgqsbncdmp
r	j	gjwhmq	gjrwhmq
x	z	vxzp	vxzxp
b	l	nbqkzpcxwmfl	nbqkzpcxwmflb
a	q	bgsqwn	bgsqawn
z	f	wzfkrj	wzfzkrj
z	t	lskgpcztwfnrd	lskgpcztzwfnrd
q	g	mhbnwgf	mhbnwgqf
c	k	xpkms	xpkcms
x	n	kbfn	kbfnx
e	j	tzjdk	tzjedk
p	q	lpqxwrvd	lpqpxwrvd
d	h	xdrh	xdrhd
u	w	fxcrwvnkds	fxcrwuvnkds
v	h	hgzf	hvgzf
a	p	rpcgms	rpacgms
e	p	dnphmtsxgwv	dnpehmtsxgwv
q	j	chvnjqx	chvnjqqx
r	h	jbpnrmvqdh	jbpnrmvqdhr
c	r	rzqb	rczqb
u	g	cfhtgnqkxrvdpbslmjwz	cfhtgunqkxrvdpbslmjwz
i	s	gtqpdxzrs	gtqpdxzrsi
e	r	mxrbdptk	mxrebdptk
n	s	cpfkqbglsz	cpfkqbglsnz
u	t	xnwtjsqd	xnwtujsqd
e	f	rfvmwb	rfevmwb
w	z	vsnxzrq	vsnxzwrq
z	x	bmqxp	bmqxzp
v	s	mvlds	mvldsv
q	j	zjh	zjqh
z	g	gljkvpcfxb	gzljkvpcfxb
i	x	cgxpbfkzvmn	cgxipbfkzvmn
b	x	gbxfctkjqd	gbxbfctkjqd
s	c	hsfkqdlcjnwv	hsfkqdlcsjnwv
f	c	pncskv	pncfskv
e	t	hkdpmt	hkdpmte
s	r	xmqgkrl	xmqgkrsl
r	m	clmbrzj	clmrbrzj
i	k	sfkpxtzdvcgl	sfkipxtzdvcgl
x	h	khvjbnf	khxvjbnf
e	p	pwvr	pewvr
j	d	spdw	spdjw
t	z	klvz	klvzt
r	t	jfbqtvrx	jfbqtrvrx
r	h	zmjbkfvhndg	zmjbkfvhrndg
k	r	hcfqnmrb	hcfqnmrkb
q	f	jfsbhwlk	jfqsbhwlk
d	l	hlxc	hldxc
g	l	sltjzgb	slgtjzgb
w	p	nhqxsjtfvp	nhqxsjtfvpw
h	f	lftjr	lfhtjr
a	j	jclqb	jaclqb
p	m	fbqlpmh	fbqlpmph
l	d	qhgnlwdfr	qhgnlwdlfr
q	g	gkm	gqkm
l	j	fjhmdv	fjlhmdv
x	g	lgknrcfv	lgxknrcfv
k	m	xcsjmw	xcsjmkw
e	m	ndsmbk	ndsmebk
v	b	bvs	bvvs
l	q	sdhqpnmlwjx	sdhqlpnmlwjx
k	p	hmwcjfpnb	hmwcjfpknb
m	d	cdkpqbnhg	cdmkpqbnhg
r	d	bdtkqngxw	bdrtkqngxw
v	p	jwmqspclnb	jwmqspvclnb
l	h	hbpvj	hlbpvj
y	p	kdqpxfzr	kdqpyxfzr
h	c	xbcflvhsw	xbchflvhsw
g	x	xtgcnpk	xgtgcnpk
g	z	kjlqztxchw	kjlqzgtxchw
c	b	mgbjd	mgbcjd
b	r	btr	btrb
s	j	jpkt	jspkt
t	h	dhz	dhtz
k	n	nqhz	nkqhz
i	p	xdscpm	xdscpim
p	k	lhrtcvqjbwzk	lhrtcvqjbwzkp
b	n	hqfwsxtmn	hqfwsxtmnb
x	t	wxrqdhpgt	wxrqdhpgtx
q	x	bhqcsfxt	bhqcsfxqt
z	q	lqzkhwng	lqzzkhwng
q	w	xmnbkwq	xmnbkwqq
l	c	qcdsbk	qcldsbk
m	l	jsfmrlp	jsfmrlmp
c	v	jxnwvkbd	jxnwvckbd
n	j	pbcghkjfnm	pbcghkjnfnm
l	l	mlftdq	mllftdq
c	c	bctpqgn	bcctpqgn
m	p	sdwxbrjnp	sdwxbrjnpm
i	v	nzckdvqg	nzckdviqg
g	q	bntmqrh	bntmqgrh
b	s	vdcgkhznqbwxjsfmrl	vdcgkhznqbwxjsbfmrl
a	v	vglrzpf	vaglrzpf
a	c	xzc	xzca
y	x	qhfbszjmrx	qhfbszjmrxy
r	x	pdrx	pdrxr
r	h	knvhwgjlt	knvhrwgjlt
c	g	zcnpmjfkg	zcnpmjfkgc
u	g	lxsfzhpgw	lxsfzhpguw
m	t	mqhztw	mqhztmw
y	c	hcdvm	hcydvm
w	p	rlgwqtjznp	rlgwqtjznpw
n	b	tcvbh	tcvbnh
a	f	clf	clfa
w	c	gvdxzmcp	gvdxzmcwp
c	k	mxnjqzcpkld	mxnjqzcpkcld
a	c	hcngqk	hcangqk
m	v	wzbvcqjkn	wzbvmcqjkn
p	f	dbfwc	dbfpwc
c	n	zrnkvflp	zrnckvflp
l	f	lqfgjzcs	lqflgjzcs
z	s	jcwkzrstdn	jcwkzrsztdn
f	q	tqpxshl	tqfpxshl
a	p	qhkpxf	qhkpaxf
i	c	trcnh	trcinh
r	j	bjxgdlf	bjrxgdlf
r	t	pvjqrcdftsgwbkmnl	pvjqrcdftrsgwbkmnl
c	n	lhksgjpnqf	lhksgjpncqf
u	h	ckqlhbwv	ckqlhubwv
f	t	nrgmtd	nrgmtfd
q	n	dlpbnrxgh	dlpbnqrxgh
g	j	wzhnmdtkqprj	wzhnmdtkqprjg
c	x	xnpwhgtflkqd	xcnpwhgtflkqd
r	q	qjsngx	qrjsngx
t	s	vdrzs	vdrzst
h	c	ltxkmbjzcvs	ltxkmbjzchvs
m	b	crbdpk	crbmdpk
q	c	mcnbr	mcqnbr
h	v	scmlfgjvzxtwn	scmlfgjvhzxtwn
m	h	ncrjhsp	ncrjhmsp
c	g	kgvx	kgcvx
v	l	sjxcbqftrkl	sjxcbqftrklv
n	b	lbzth	lbnzth
x	l	vsbdqxwmfjlpgczk	vsbdqxwmfjlxpgczk
h	t	jftkglz	jfthkglz
h	s	pfknsct	pfknshct
r	x	lfgrwxn	lfgrwxrn
t	h	xhcjn	xhtcjn
a	d	dnlz	danlz
i	n	rwsqmcvn	rwsqmcvni
y	t	pnltkgjqw	pnltykgjqw
h	g	gml	ghml
z	r	tfnldckqjr	tfnldckqjrz
a	z	zsthxnbj	zasthxnbj
l	j	cjpdn	cjlpdn
p	b	bnchqwdj	bpnchqwdj
w	f	wjbf	wjbfw
a	b	wbmxzfq	wbamxzfq
h	c	jgfcdplzxnv	jgfchdplzxnv
p	n	kbndmjfgh	kbnpdmjfgh
j	v	ghctvq	ghctvjq
r	v	gvlxj	gvrlxj
o	d	cjvgdpbln	cjvgdopbln
z	t	gdctj	gdctzj
c	f	wfgbdtx	wfcgbdtx
x	w	jwdm	jwxdm
y	n	zntcwsp	znytcwsp
b	l	hxrltbjzkw	hxrlbtbjzkw
t	l	lpnd	ltpnd
f	c	xcvpwfgs	xcfvpwfgs
a	j	jbv	jabv
f	p	scmfplvxbqzk	scmfpflvxbqzk
z	t	jqfzhmsrpxt	jqfzhmsrpxtz
g	m	gjlxhdbqvm	gjlxhdbqvmg
m	w	clw	clwm
f	s	hsfqpdb	hsffqpdb
t	j	kqsntczmfwhjp	kqsntczmfwhjtp
q	s	qsdrwznk	qsqdrwznk
n	s	khgdbsxlqz	khgdbsnxlqz
t	v	hkqwmrv	hkqwmrvt
d	f	jcsbghnfq	jcsbghnfdq
l	l	wlcfz	wllcfz
i	l	nqwxmhpl	nqwxmhpli
y	z	rqlzj	rqlzyj
o	k	dthmfqwvnxkp	dthmfqwvnxkop
m	r	gdjmnqbvrxs	gdjmnqbvrmxs
g	g	vgdrsmflp	vggdrsmflp
z	x	blxmj	blxzmj
s	l	dxlrzkpf	dxlsrzkpf
q	d	dwgrztv	dqwgrztv
o	v	vnrsx	vonrsx
v	j	tjcfx	tjvcfx
j	f	qvf	qvfj
f	p	tglpvq	tglpfvq
f	f	lfzqxdb	lffzqxdb
z	b	skqbmhjczl	skqbzmhjczl
f	h	mhkw	mhfkw
e	k	ckvmzt	ckevmzt
t	p	zgspwxb	zgsptwxb
a	z	hjfzs	hjfzas
i	n	xgdswnfrhjcp	xgdswnifrhjcp
y	n	mncskgp	mnycskgp
s	m	zwbgfmdqv	zwbgfmsdqv
v	r	rfvtp	rvfvtp
r	q	qfrwgmv	qrfrwgmv
m	l	clhfkvwtgm	clmhfkvwtgm
s	x	xhkrgbvmq	xshkrgbvmq
d	h	phgrznvmljqkx	phdgrznvmljqkx
m	z	lzxwnpfb	lzmxwnpfb
d	w	dpxqcwgkbhrjszln	dpxqcwdgkbhrjszln
p	b	mrgcjknxfbh	mrgcjknxfbph
w	l	vrmxlbfs	vrmxlwbfs
w	j	gjdxn	gjwdxn
j	h	cbjlnqh	cbjlnqhj
o	k	lsxbkm	lsxbkom
s	m	vqzjdm	vqzjdms
s	z	czrpghbvk	czsrpghbvk
z	x	hjbpmfcxrg	hjbpmfcxzrg
v	n	srnmp	srnvmp
i	h	xhwkdbcm	xhiwkdbcm
m	q	mthlnbwzpgqk	mthlnbwzpgqmk
n	h	lrszkcmhfbg	lrszkcmhnfbg
x	f	nftrbhwkg	nfxtrbhwkg
l	g	gskwhcq	glskwhcq
d	w	lgwjvmz	lgwdjvmz
n	p	lxfpz	lxfpnz
v	q	rmnpgq	rmnpgqv
l	q	qrfhl	qlrfhl
w	g	bhvtgjkwz	bhvtgwjkwz
v	w	sqwkmcf	sqwvkmcf
b	q	hcqvzl	hcqbvzl
j	c	nchdrbfz	ncjhdrbfz
k	s	jqpsbnr	jqpskbnr
s	k	wkcpxt	wkscpxt
x	z	kqzr	kqzxr
r	j	xmbjg	xmbjrg
l	d	rbcfvxqdms	rbcfvxqdlms
r	h	xsdwpfrhtvkqbl	xsdwpfrhrtvkqbl
j	s	qtpsgzdck	qtpsjgzdck
s	n	vlbnzqdx	vlbnszqdx
b	z	bxmnlzvt	bxmnlzbvt
j	j	mdvgcztsjbnp	mdvgcztsjjbnp
v	r	zmqklrgs	zmqklrvgs
t	p	kmrlpqz	kmrlptqz
t	v	grkmvpstd	grkmvtpstd
m	v	vgwmxh	vmgwmxh
h	n	rsmxdwngq	rsmxdwnhgq
e	w	bjzwqfgplsh	bjzweqfgplsh
q	n	nzgsfl	nqzgsfl
d	j	nsgtvhqkjcrm	nsgtvhqkjdcrm
i	s	sbfx	sibfx
c	p	jtdvrhqgpxz	jtdvrhqgpcxz
o	h	fhctjzl	fhoctjzl
g	w	xwg	xwgg
p	r	wrjcpqmd	wrpjcpqmd
o	l	mrpcqtdhfvnl	mrpcqtdhfvnlo
y	k	gjbvkd	gjbvkyd
e	h	mrctfgzh	mrctfgzhe
e	c	zkqtxwrvcf	zkqtxwrvcef
h	r	sbwrktqnvpzj	sbwrhktqnvpzj
e	v	pxrv	pxrve
a	t	bscmpkt	bscmpkta
k	l	vgnlmb	vgnlkmb
i	v	tvkghf	tvikghf
s	n	cngbftkj	cnsgbftkj
w	k	zskbjxh	zskwbjxh
u	w	slfzvwh	slfzvwuh
a	t	twxqdmhkj	tawxqdmhkj
o	p	sjcdhgpfqkmxl	sjcdhgpofqkmxl
b	v	kbnvlrmch	kbnvblrmch
e	q	bnlzhxqk	bnlzhxqek
y	p	pdqmgfk	pydqmgfk
v	w	jmwvcr	jmwvvcr
q	j	mdkjfszlh	mdkjqfszlh
b	x	xdqnmbwv	xbdqnmbwv
h	h	mlxhnbd	mlxhhnbd
t	m	xvmlbzw	xvmtlbzw
a	l	lht	laht
d	p	clgxpwkd	clgxpdwkd
q	w	sftpwbjr	sftpwqbjr
n	j	shkxbpljnmgz	shkxbpljnnmgz
a	b	mgb	mgba
h	w	pbwgzrcljx	pbwhgzrcljx
q	x	lpkjx	lpkjxq
x	x	wfvx	wfvxx
q	w	fcwqlp	fcwqqlp
w	g	gxrkd	gwxrkd
n	n	zwhqjgncdsfk	zwhqjgnncdsfk
g	h	xvcklnbrth	xvcklnbrthg
s	v	fvx	fvsx
v	q	xdhgwqmkbrvscpj	xdhgwqvmkbrvscpj
z	k	rhpqlwknzmxd	rhpqlwkznzmxd
o	b	ndklqb	ndklqbo
q	l	ldqfbjr	lqdqfbjr
b	f	phqbjfdzcw	phqbjfbdzcw
q	w	fcnmstwhp	fcnmstwqhp
b	r	rsqpc	rbsqpc
e	d	dknqz	deknqz
p	p	ftprnjs	ftpprnjs
t	c	pjmbcvdqkg	pjmbctvdqkg
a	m	msznvb	masznvb
d	x	bspx	bspxd
i	g	mzgshtkrfq	mzgishtkrfq
i	z	zwlt	ziwlt
z	s	sthqx	szthqx
t	k	phmktxsf	phmkttxsf
n	f	skhfx	skhfnx
w	h	qsrht	qsrhwt
g	n	wflhdnrj	wflhdngrj
e	c	rxcqwptjfm	rxceqwptjfm
p	f	frlzs	fprlzs
m	g	gvmlbqdskznrx	gmvmlbqdskznrx
j	v	gbqxthsmfjkvp	gbqxthsmfjkvjp
y	t	vdksqmtrxp	vdksqmtyrxp
x	f	sxfvnt	sxfxvnt
o	v	vlfkm	volfkm
g	c	cplbdgsqz	cgplbdgsqz
i	v	xlvgb	xlvigb
i	w	wsqz	wisqz
e	h	jnsfh	jnsfhe
s	m	fmzlct	fmszlct
c	h	fzlkhnsmb	fzlkhcnsmb
d	d	dnbtc	ddnbtc
u	n	lqnx	lqnux
j	g	xrqmpgcvt	xrqmpgjcvt
k	z	rpkqzj	rpkqzkj
c	c	xvhjc	xvhjcc
s	f	tvdwmfnbzg	tvdwmfsnbzg
t	b	bwzfngh	btwzfngh
k	j	mjbzxqnpc	mjkbzxqnpc
i	w	mtscrnhwv	mtscrnhwiv
c	x	pzxdmrqj	pzxcdmrqj
p	x	nztrxkbp	nztrxpkbp
i	j	hpjzvlf	hpjizvlf
x	z	hrjpwcvzd	hrjpwcvzxd
x	g	zdsvknqpgrtxlc	zdsvknqpgxrtxlc
m	b	zmqb	zmqbm
n	f	zvjwtdgsfrpmqbx	zvjwtdgsfnrpmqbx
s	j	nzdrfjh	nzdrfjsh
w	n	bmxpwkgqnd	bmxpwkgqnwd
b	q	hdkpq	hdkpqb
i	s	wnsghk	wnsighk
x	t	wzjlctv	wzjlctxv
b	f	lhbrmfqc	lhbrmfbqc
d	c	wckmhgn	wcdkmhgn
k	c	cgnw	ckgnw
m	l	xgqwjfdprtln	xgqwjfdprtlmn
g	d	vrptdfx	vrptdgfx
g	v	sbnkv	sbnkvg
i	p	tzswpmkbqfj	tzswpimkbqfj
y	g	jgrznbc	jgyrznbc
y	k	tkwmb	tkywmb
d	z	gkzx	gkzdx
u	m	gzkm	gzkmu
h	b	cfgb	cfgbh
q	v	xdhsv	xdhsvq
t	q	kqrh	kqtrh
l	p	pmtxq	plmtxq
c	w	dlmzpw	dlmzpwc
i	w	jwpsch	jwipsch
z	l	lvhqk	lzvhqk
n	p	srcpbfw	srcpnbfw
z	z	qcptxsz	qcptxszz
u	z	hdvz	hdvzu
f	w	qfzkgmnvpsjbhtw	qfzkgmnvpsjbhtwf
d	l	wxqjlcnzf	wxqjldcnzf
c	m	vmbjwgktdc	vmcbjwgktdc
u	w	lswkbpjvxh	lswukbpjvxh
q	m	bmvr	bmqvr
e	l	rjbtxqlp	rjbtxqlep
e	d	vkjprgxd	vkjprgxde
w	s	lbwsgktc	lbwswgktc
p	w	kcsbmwhq	kcsbmwphq
x	z	ldxwbztjk	ldxwbzxtjk
k	m	dwxjgmvlcbnh	dwxjgmkvlcbnh
g	c	twcjl	twcgjl
l	m	vtxrnwlkhcmg	vtxrnwlkhcmlg
h	b	dbpnr	dbhpnr
o	x	prkngxt	prkngxot
w	g	nzgwfsdq	nzgwwfsdq
k	s	krzdsjnhb	krzdskjnhb
s	d	kdfqwv	kdsfqwv
v	n	tpnxl	tpnvxl
o	v	hmjgpswklrftzv	hmjgpswklrftzvo
z	z	fxczrghsjn	fxczzrghsjn
h	z	prtwz	prtwzh
k	g	vwhcfszjgr	vwhcfszjgkr
a	n	tnckmxdj	tnackmxdj
h	x	blpdgtx	blpdgtxh
n	v	vgwblt	vngwblt
o	x	xvzwgbrh	xovzwgbrh
p	s	gqlmfzcsvd	gqlmfzcspvd
n	k	lkj	lknj
p	b	bdlmrn	bpdlmrn
f	j	wxfjsdhnkcm	wxfjfsdhnkcm
r	d	zwhrdp	zwhrdrp
s	j	jgmx	jsgmx
y	r	cdxr	cdxry
c	l	mtfqhglw	mtfqhglcw
e	n	njf	nejf
p	r	rhtvnx	rphtvnx
k	b	knzbmlg	knzbkmlg
k	s	lsvgtjwzxf	lskvgtjwzxf
w	h	dhgr	dhwgr
k	t	lxzft	lxzftk
s	h	rhsb	rhssb
y	d	jdx	jdyx
w	z	kbgqwmzpdcjsrv	kbgqwmzwpdcjsrv
t	m	mrjgtb	mtrjgtb
d	q	slpxktdrcq	slpxktdrcqd
r	h	tlhmcnbdk	tlhrmcnbdk
j	b	lbcf	lbjcf
f	c	bkxvtqsnc	bkxvtqsncf
c	x	zdtrxwvh	zdtrxcwvh
q	f	hvrfmtzwx	hvrfqmtzwx
b	l	fxlvmcsgp	fxlbvmcsgp
y	k	kxn	kyxn
b	f	fgwskpvb	fbgwskpvb
i	f	kgwfnmxp	kgwfinmxp
b	s	kvgsrjznm	kvgsbrjznm
r	x	lkdhmjxn	lkdhmjxrn
o	x	krtlcxdsh	krtlcxodsh
l	n	prmqdtlnsj	prmqdtlnlsj
p	p	nsbxpjt	nsbxppjt
d	f	wrcftkhp	wrcfdtkhp
r	k	kcx	krcx
z	b	whrgkpcbx	whrgkpcbzx
u	c	czbsqk	cuzbsqk
t	x	zmnrxhpd	zmnrxthpd
m	t	wptqrgszmfkcn	wptmqrgszmfkcn
v	x	nvwxmb	nvwxvmb
f	r	lxdhsrgzk	lxdhsrfgzk
k	b	wdbfljhkrvqnmcz	wdbkfljhkrvqnmcz
b	p	wpxqvmt	wpbxqvmt
m	x	xzkqhmj	xmzkqhmj
f	l	lnxkq	lfnxkq
z	f	bzfn	bzfzn
w	g	gcnphbdwtkjs	gwcnphbdwtkjs
r	t	tdwscvblgzf	trdwscvblgzf
j	k	gbpmknxs	gbpmkjnxs
b	t	wmtbs	wmtbbs
t	d	wndxcbs	wndtxcbs
x	v	nscmwqv	nscmwqvx
f	f	fqsgh	ffqsgh
s	h	shrcfvn	shsrcfvn
q	p	spwqnb	spqwqnb
i	n	vtnh	vtnih
i	n	csnrlptb	csnirlptb
w	c	hqtvbc	hqtvbcw
p	q	hxnwpqtmdl	hxnwpqptmdl
c	z	mbzth	mbzcth
m	n	nkdh	nmkdh
m	h	tzfhb	tzfhmb
i	j	lpsznwxbmjfq	lpsznwxbmjifq
z	r	vsmxkrzhnt	vsmxkrzzhnt
i	j	ghbzrwljcxm	ghbzrwljicxm
r	q	nqjw	nqrjw
s	f	sxvmgf	sxvmgfs
m	x	hkvgrx	hkvgrxm
y	k	kqmxth	kyqmxth
b	j	jqvhrtnzd	jbqvhrtnzd
d	k	wcknbz	wckdnbz
m	x	qwgkpxv	qwgkpxmv
h	n	wsn	wsnh
o	j	nbkhpcqfrzjvmdw	nbkhpcqfrzjovmdw
g	f	wcfn	wcfgn
p	k	xkqwv	xkpqwv
m	x	fwpxqbl	fwpxmqbl
w	b	hfcsgjrzbwqxtvm	hfcsgjrzbwwqxtvm
b	w	wrjmvftb	wbrjmvftb
o	v	cfvjzm	cfvojzm
h	z	zjphd	zhjphd
j	m	jgmxkb	jgmjxkb
e	l	lgz	legz
l	s	sxrl	slxrl
g	x	rblpgjhndqwtcvsx	rblpgjhndqwtcvsxg
b	j	wsdrbjl	wsdrbjbl
s	k	jmkwtsrgl	jmkswtsrgl
n	c	fgcq	fgcnq
w	r	kwjnplqtgmdzrcs	kwjnplqtgmdzrwcs
c	g	gntk	gcntk
l	f	tzqrpfxb	tzqrpflxb
n	l	wscztqkmlbdvhxr	wscztqkmlnbdvhxr
g	z	rsz	rszg
v	x	qhkrdfxgwmvn	qhkrdfxvgwmvn
l	q	srlgqnckdtp	srlgqlnckdtp
a	p	vjpdkgbmzw	vjpadkgbmzw
n	x	xrwqh	xnrwqh
l	j	lwjn	lwjln
d	v	sklwrtfmcnpdv	sklwrtfmcnpdvd
u	j	qpsltkcjwg	qpsltkcjuwg
v	v	bknswxvmhdjtlfz	bknswxvvmhdjtlfz
h	l	lvxghtzp	lhvxghtzp
k	v	dgbkwvqnjc	dgbkwvkqnjc
c	p	phmsjzxrkvd	pchmsjzxrkvd
j	p	bwpn	bwpjn
n	l	jqdstlcmwkhv	jqdstlncmwkhv
d	z	rlhgszkwcq	rlhgszdkwcq
m	z	wtvqznr	wtvqzmnr
h	v	kvwqpg	kvhwqpg
j	v	lbmvwhdk	lbmvjwhdk
o	l	xlbpw	xlobpw
w	p	twpcb	twpwcb
x	q	pdszbwrxq	pdszbwrxqx
y	d	lndwpfjk	lndywpfjk
y	k	hngjbpsvdk	hngjbpsvdky
n	l	jdkxl	jdkxln
z	p	dbqpc	dbqpzc
x	b	vjzxcfphbr	vjzxcfphbxr
p	q	qwd	qpwd
n	n	jcnvtdgzwb	jcnnvtdgzwb
t	v	nshrv	nshrvt
l	h	hbxjd	hlbxjd
o	z	zxcjfb	zoxcjfb
j	k	krpnm	kjrpnm
i	p	kphwj	kpihwj
m	x	vcmzkxwg	vcmzkxmwg
t	t	pzqtjd	pzqttjd
z	z	zdxgrt	zzdxgrt
w	p	kjbhcpsf	kjbhcpwsf
b	g	fgctx	fgbctx
v	h	jlhnsf	jlhvnsf
v	g	jbftqg	jbftqgv
v	p	mxhpdnfj	mxhpvdnfj
g	k	qgcvnrlk	qgcvnrlkg
n	b	lvdbrmz	lvdbnrmz
l	l	cqlpmjn	cqllpmjn
x	z	gzpcjdt	gzxpcjdt
p	q	hwgqnsmv	hwgqpnsmv
e	q	rwhqtcx	rwhqetcx
r	n	hfnc	hfnrc
j	f	wglmsfzx	wglmsfjzx
m	m	kwjdpvhszm	kwjdpvhszmm
y	f	fmnjctds	fymnjctds
p	q	pdrzvq	pdrzvqp
c	q	zplfdqx	zplfdqcx
m	g	xrdjgf	xrdjgmf
o	p	lmpsb	lmposb
n	g	xsgh	xsgnh
v	q	wlztmqcfs	wlztmqvcfs
q	j	ktnjscwhq	ktnjqscwhq
q	d	gwldbnfhqtx	gwldqbnfhqtx
f	n	tnfzqx	tnffzqx
w	t	gvcbtrdf	gvcbtwrdf
p	m	dhmsgpzfkv	dhmpsgpzfkv
d	g	glwmnbsz	gdlwmnbsz
m	s	tcdpnjsz	tcdpnjsmz
s	t	gsjntzqfx	gsjntszqfx
e	p	gpxtc	gpextc
b	p	wgxftp	wgxftpb
x	b	zdftlkqb	zdftlkqbx
d	v	rcmnbvwq	rcmnbvdwq
c	m	rvfmxcjt	rvfmcxcjt
n	p	zhjlkpc	zhjlkpnc
a	d	dmjh	damjh
q	x	wtgxpclj	wtgxqpclj
q	q	xkcpqfb	xkcpqqfb
r	g	sgtkhfvpbz	sgrtkhfvpbz
i	x	pbqrxcvsgjzwm	pbqrxicvsgjzwm
w	t	qthk	qtwhk
z	v	lhrsfqzgcnkmwv	lhrsfqzgcnkmwvz
z	p	ndqfrlshp	ndqfrlshpz
t	p	rxpqctnkhjbs	rxptqctnkhjbs
q	w	hcwpmj	hcwqpmj
t	h	prbzh	prbzht
f	v	tflvnm	tflvfnm
r	d	rzcdt	rzcdrt
g	c	plcfjd	plcgfjd
m	l	gmhwlsq	gmhwlmsq
l	d	prfdtzlcj	prfdltzlcj
c	m	mdvrfp	mcdvrfp
d	c	dcjrt	dcdjrt
a	j	ghjwmztvbl	ghjawmztvbl
b	b	nwdlvjbcxk	nwdlvjbbcxk
c	j	gtfsqkvljb	gtfsqkvljcb
u	r	rcxkzj	rucxkzj
j	k	zfkwb	zfkjwb
z	m	mbfctngkh	mzbfctngkh
g	p	kjdpr	kjdpgr
s	m	fkmwhcvs	fkmswhcvs
g	q	zpqxb	zpqgxb
n	q	lwqzk	lwqnzk
v	p	zxlfnkjcvwhqtps	zxlfnkjcvwhqtpvs
n	s	tqbpfs	tqbpfsn
j	m	mgqhcwx	mjgqhcwx
d	l	vhblkr	vhbldkr
b	p	gwntxrjhvpk	gwntxrjhvpbk
j	z	cktxrzpbgsn	cktxrzjpbgsn
z	t	ztqgsn	ztzqgsn
