input1	input2	label
w	jtbrshpc	No
t	qlwgn	No
t	pfgvkntr	Yes
n	svjk	No
g	dcfvq	No
y	pblchgfzjwnx	No
c	tsrbfpcx	Yes
l	nbkqdthg	No
w	cqnbgmkj	No
z	jdtcqmwnrx	No
b	ftpnd	No
h	vjshz	Yes
j	rpkq	No
j	vjbr	Yes
c	jkzmrbdvcsg	Yes
q	qdvrjzmbc	Yes
v	cfmpq	No
h	npxthq	Yes
p	rkhpf	Yes
o	qgrfnp	No
d	hscxq	No
v	zrwvgsqtkphf	Yes
g	dfgnszhq	Yes
j	ftpk	No
e	mlwxdc	No
b	wqrbv	Yes
r	jdpzhsrkq	Yes
n	qdsvrcb	No
b	cqfldw	No
k	vlk	Yes
l	xlgh	Yes
n	lhvsztn	Yes
z	xtfdpqb	No
j	dvrwlsfj	Yes
u	zdnkqpm	No
w	ztvljhnxcfmwg	Yes
a	tfdmgckp	No
k	xjpnqrwk	Yes
v	rwvbmpxzfnldh	Yes
c	rdflvjspt	No
v	xmjwbt	No
l	mclvndzp	Yes
v	gxqfwvlpnr	Yes
k	ntvbkcqw	Yes
d	qpjskwm	No
g	wfzkxgdsrqv	Yes
r	xrplwjsd	Yes
r	lrxcbsvntgh	Yes
a	gclthpqfrkxzn	No
t	nvbk	No
b	lhzsxnpt	No
j	txhkjwcsfzdm	Yes
y	flg	No
o	kgwbtlxv	No
r	tbwclgqpdxhvz	No
v	hldfvcqznr	Yes
c	cql	Yes
y	hsnctzgkdq	No
y	vqmcjhwnfsktl	No
s	cxfkdwsgvhq	Yes
k	zgnklhtsp	Yes
b	gcdjmpzqx	No
d	sqjldfgzmch	Yes
j	ctflrgvjbpd	Yes
a	fwrlzjhnp	No
l	mvjpftng	No
g	nbg	Yes
p	lrkqdmwf	No
q	pgbcln	No
c	flrstckhngx	Yes
z	nqf	No
l	kmjspgfwr	No
q	bfkwlqsjzcn	Yes
r	hjcxrv	Yes
f	cdjgszrfnkb	Yes
u	wzqcrnldm	No
y	lkjmdtbx	No
r	bnqgtvzw	No
w	wmpbnz	Yes
x	prkzqmvds	No
r	pgr	Yes
m	rmwlv	Yes
k	dphqft	No
j	mnvhjbdqs	Yes
b	sbgk	Yes
t	hvnps	No
f	kfqmsbhwv	Yes
y	bltxnjvw	No
f	slxbzmqnckj	No
c	lwqhpcn	Yes
b	dbrxkstm	Yes
b	jrqlwvs	No
q	qmgxtv	Yes
j	wvjhgn	Yes
r	scldzj	No
a	zvgjlb	No
r	fgzhswnr	Yes
w	rztcnhb	No
p	tfp	Yes
p	jxmtbqngv	No
t	kvnpt	Yes
f	mrbsfxlhj	Yes
d	vlgrhd	Yes
d	lcdhgrvfmpkqj	Yes
l	vsgfxmpt	No
v	tndlsx	No
s	xbsckg	Yes
l	cmjhtlvzfbwdx	Yes
w	gtzmbpjsx	No
o	zfwhn	No
i	jsmdpkxhgq	No
u	cdjrvs	No
t	flnpmt	Yes
i	wlsfjmt	No
e	fgtv	No
m	hrcvpz	No
j	hvwsjcgm	Yes
f	fvgqrtcwm	Yes
l	ptqrlxj	Yes
e	zdscgxlrwbj	No
e	trwdmzvgbs	No
d	rsnjmhgdpcvb	Yes
o	cpvlnxht	No
r	vknrwxqzj	Yes
c	pjgwzqv	No
n	vrlfnw	Yes
q	ngdlqzkv	Yes
n	glxwvckhjsztfnrbmp	Yes
l	rlntx	Yes
y	pkzq	No
g	jklxwgtmpc	Yes
r	wbhjgk	No
z	zjmclw	Yes
m	skqjztcbvlp	No
w	mqbhnxdj	No
n	wzdgfl	No
k	qxvkljbrg	Yes
m	wjzcmvd	Yes
t	zfnmdgkcxqsrpw	No
a	vwkftcxjd	No
d	qdl	Yes
t	pkrbhqnx	No
u	tqgfskrjz	No
r	nmlxtfbv	No
m	cjzq	No
c	sdxmnv	No
o	thbf	No
d	wdgjrl	Yes
e	mfprwbn	No
k	nsqkl	Yes
s	gxsfm	Yes
x	xvncbrl	Yes
l	fwpdcqjl	Yes
t	mgvzkncsq	No
q	fmxqsljg	Yes
t	twczhrnb	Yes
d	twvzdjk	Yes
o	jfkrsn	No
v	dpvz	Yes
d	kzcpvg	No
t	vbfp	No
b	zmbxj	Yes
z	nmhfrvgbx	No
k	sklbp	Yes
s	fslvxhtd	Yes
l	btsdzh	No
v	bjgx	No
y	rjsbnlz	No
t	zqtxbkw	Yes
c	gbc	Yes
z	rvbgskhtmpxcw	No
w	prblhzv	No
k	pqzxkb	Yes
w	drlxwms	Yes
c	fmzpvnw	No
h	xndmchtsj	Yes
e	dvrljckmq	No
v	nhcvxqs	Yes
t	xtpshnbw	Yes
z	jfxz	Yes
s	sgwmj	Yes
n	zlgxwr	No
n	nctxzk	Yes
n	grqnz	Yes
m	smdpgr	Yes
z	fclx	No
c	zhcf	Yes
g	nsvftdxmcrgqpbw	Yes
n	bkhwcvlm	No
j	lrktbw	No
o	hglxz	No
n	lrwfnjxh	Yes
b	lmjb	Yes
n	cvdgkqz	No
p	lwprdszkjn	Yes
m	jwfxbt	No
h	jkfh	Yes
l	jwcdl	Yes
x	qpvcjftmh	No
e	kvtclqwg	No
m	fbkghrjxsz	No
u	xvpj	No
m	thqzb	No
s	qcsgjdxwnfzhm	Yes
p	xrfqhtbpmlswcgn	Yes
x	lnzgqjp	No
h	mwtlkqzjn	No
w	tcmvkr	No
z	tsqgpzdfmb	Yes
p	nvcgljprq	Yes
o	brpkcwmslfhzv	No
f	lgbtrnskqj	No
k	npcwgzskdt	Yes
t	prdthkj	Yes
g	pjbhsmn	No
s	jkhzfmn	No
q	qjxhspz	Yes
x	pbcxqls	Yes
i	krvxjqn	No
a	kcmqn	No
h	chlgvdmw	Yes
p	prklnws	Yes
c	kxtwsrf	No
c	sxmtvgbqrcpnj	Yes
p	mgdjfshtvpbzxwl	Yes
d	xjbdzcfvn	Yes
h	hnsvrf	Yes
d	lfwsdx	Yes
t	ltrx	Yes
g	rpkcglnhjf	Yes
e	nmcdkxpq	No
q	lrdnvqz	Yes
o	rpjb	No
k	chzsmlkd	Yes
s	wqrhplsz	Yes
j	lkthwvdsfb	No
j	gpbxmkrnz	No
i	czrjmpfxksb	No
k	qbtcwhgpxsvd	No
q	dvhqcpx	Yes
u	tldkrjzvg	No
q	msjlhnbtpkx	No
r	brfphmk	Yes
t	gzpsxvjchkrtbl	Yes
o	vgdzswlpx	No
s	shbvx	Yes
w	npczlfq	No
i	qvtnlm	No
u	jxtszqlphr	No
i	jqvbd	No
l	lxpv	Yes
l	rnpxmlt	Yes
r	rwbqsvldgkx	Yes
a	qjxgpwmz	No
s	sjhm	Yes
d	vqcdtgh	Yes
q	tql	Yes
v	glskwmpt	No
g	xlfhw	No
w	kljgv	No
w	bcq	No
x	rqxfpwsjmdt	Yes
m	rxm	Yes
v	ghfnckzvtd	Yes
b	dwhzjtmlsg	No
l	dxjpwnm	No
j	tbmv	No
g	vgxrbtwc	Yes
y	jrxpn	No
t	tjghckzbrq	Yes
d	bdsqmrcwk	Yes
k	hpmbzglcvw	No
j	skpzbj	Yes
w	pfqmsktdngzj	No
p	bxfvjdtlkz	No
a	mwxsjr	No
w	jhxzwfv	Yes
j	gwdcjfhqrm	Yes
z	wtdv	No
k	cfkvpxnb	Yes
c	lbqpzcm	Yes
k	wpbxtjk	Yes
r	vtfqx	No
d	lcfvmrjn	No
g	mzxkwlgn	Yes
v	vrbxlc	Yes
n	vlndzjbf	Yes
n	cfksxnrjz	Yes
c	bmhxpdcsv	Yes
r	jrxpfmn	Yes
b	kbgzdqw	Yes
t	lxhtrc	Yes
i	pgbdnvjhcq	No
u	lwvpq	No
l	knbgw	No
g	mwrfqgp	Yes
r	ftnrclx	Yes
n	hzlxdcrpvwks	No
t	dzwx	No
s	pgjr	No
q	qlr	Yes
a	qptnch	No
u	qnxltkh	No
w	djkgsvzmph	No
h	grjbmlc	No
k	xfgvmchn	No
t	chqlsdwj	No
s	twsj	Yes
w	wgqj	Yes
q	vcnmjs	No
j	hxbfjcgsrvwp	Yes
w	zsrvpfn	No
g	lsndthzcgxw	Yes
g	rdkpgm	Yes
a	psbqnzd	No
s	lnrgx	No
c	nbtr	No
r	btdr	Yes
o	mbvw	No
t	rgsfczvbdxkmp	No
a	dxtglq	No
d	xdtcn	Yes
v	cdrzj	No
u	qmcsfrjkxnt	No
o	dhngxw	No
t	kqgmwfnth	Yes
c	sbpgnz	No
s	hdjbn	No
s	klngh	No
f	nrf	Yes
c	wqmdcr	Yes
a	qsgktd	No
j	lknjvrc	Yes
t	rwksgz	No
j	tckgbdjmxq	Yes
k	fbtgvrwx	No
a	qfvpmktbj	No
r	rzbdkcnlsvfp	Yes
h	wqlxpc	No
u	rgxjqfmscz	No
c	cnqgxs	Yes
s	sfqvj	Yes
r	zldnphfrm	Yes
c	qbjmclfdg	Yes
k	brqmg	No
s	gvbkxsfzd	Yes
m	jfrnzphxv	No
f	dxwbht	No
h	kxrhcdz	Yes
q	ljqpskw	Yes
m	msnpcg	Yes
g	wdrslfxnhq	No
q	hqcrzxfgvtsn	Yes
y	xbkprwsfq	No
x	nrtkzxjmq	Yes
w	gwb	Yes
w	tswkhzx	Yes
r	trzwcm	Yes
m	hqplxsbrwfmz	Yes
y	vqb	No
q	wlnvhpq	Yes
h	gmxfnvz	No
a	kpwrjfcxbzg	No
t	pvrtfgw	Yes
s	smfqhgl	Yes
q	dhmg	No
j	qhgmxlsfjt	Yes
q	qgwct	Yes
c	shjbfwcn	Yes
r	rbpqh	Yes
u	rdlbhgqcw	No
v	dcpqbw	No
l	lphv	Yes
f	rkdz	No
n	wskzncpg	Yes
e	sdjbvhrwtlxgcnf	No
q	ckgjmfqbv	Yes
l	rclpkf	Yes
z	rlghqzntxsvj	Yes
j	mjfdqwr	Yes
z	jzhkt	Yes
p	dbfqmxgpsk	Yes
e	jbhtwfk	No
h	gkwchsq	Yes
z	clvmhf	No
m	jrndvcfp	No
y	gwnmkshtf	No
w	tgswcmn	Yes
v	vpbzlq	Yes
q	rnmgwqz	Yes
w	lmrw	Yes
q	xgfsbkqn	Yes
d	krdn	Yes
n	vfkrdt	No
s	mnkwhql	No
m	hsmnrd	Yes
d	vfrtmk	No
g	fbrvzdg	Yes
f	fmrptclgd	Yes
b	kscgbw	Yes
d	xsrbwlh	No
x	qmjvfcwlk	No
c	sgcj	Yes
v	hzktpsmvgr	Yes
l	mckv	No
c	trcnpbfk	Yes
n	sjdbqxfngl	Yes
g	tjhrfsmzg	Yes
o	tmgvrbfh	No
j	zlrckm	No
v	ngkvscth	Yes
o	txmpghn	No
l	tmnrzsxwj	No
r	fdkmtlzwp	No
d	mspd	Yes
x	txlw	Yes
m	sfhwprk	No
a	pfzwbstrmcxdn	No
g	dfbmr	No
t	ksjm	No
n	rvpfkqnzh	Yes
p	fmrcklsqwtgp	Yes
y	jdlgzksqr	No
p	pjsrh	Yes
l	qsfk	No
i	jqmswrpkzcf	No
l	vstlmb	Yes
j	pbgjw	Yes
u	gsnxz	No
x	rhfj	No
o	tqlx	No
r	bxgmscnwqj	No
k	xmwvkhrs	Yes
p	phfrnxq	Yes
f	stznwk	No
r	jmld	No
o	xpkvjlqzdnh	No
s	tsxw	Yes
a	ltgsvdkw	No
s	cvshk	Yes
l	fmtgzcl	Yes
f	bmwsfzctpdqrnl	Yes
l	pmxqbkjcwvtgl	Yes
z	mhqbp	No
i	fxbdmgnjt	No
g	drtfxzh	No
j	vdglwh	No
l	gkqvlxnpthm	Yes
v	frvnptm	Yes
r	fxnjdrmqtp	Yes
x	xsmczv	Yes
b	khtbsqrmp	Yes
h	qpsmhf	Yes
r	mvfgrxnc	Yes
k	cksvl	Yes
c	mdjbclxknrhps	Yes
c	xcpzq	Yes
r	dgwrfjthpcn	Yes
o	rmdfsptnxv	No
a	hczvxknw	No
k	pdhmktb	Yes
n	nxdwpfsl	Yes
m	wzrjhmvkp	Yes
w	jrdn	No
n	lnxtbfjs	Yes
z	dwvfrsz	Yes
s	nbvhlk	No
c	mvqgwkhsntjf	No
r	qvlmdk	No
x	zfpnrmk	No
k	hfvctmbk	Yes
u	gltqbhrnfjzs	No
c	pcwbj	Yes
v	xgq	No
l	jrcf	No
w	gwdb	Yes
k	dkwqmh	Yes
r	tvkrzb	Yes
d	hdbrmgxkf	Yes
u	qfkhbxm	No
m	vwdb	No
x	dgzvqw	No
u	vxsrqgfmkbcwdhj	No
i	jslghcrb	No
d	xhvdk	Yes
f	tpbdxqf	Yes
z	tfxgcz	Yes
j	txmjd	Yes
x	zncbgq	No
s	gsflx	Yes
h	gkfm	No
w	clxpgfmdbsw	Yes
p	zfxcqdmbh	No
s	mpjxcrhbqtv	No
x	qprlxbk	Yes
f	hrqsdc	No
d	lgpdqhbxntjs	Yes
v	bnlvd	Yes
h	sqrkfh	Yes
q	zfwgdqrl	Yes
n	btfpz	No
p	pnqwd	Yes
e	ksfpzj	No
s	jtfxb	No
c	cwbvdqg	Yes
f	hqmrxskblj	No
t	hwmpsb	No
x	nrcgdpxmv	Yes
i	sjhkntf	No
j	jtkvwnsf	Yes
h	tdvfgwxjlmzkr	No
f	bzwqfhv	Yes
r	vxpwhgzkj	No
x	rxcbs	Yes
u	brnd	No
c	dkmptb	No
g	xcqgfljm	Yes
j	zrnws	No
w	jfpwl	Yes
z	qvzghx	Yes
l	xlwzd	Yes
t	gxwcfnb	No
q	stqdf	Yes
b	tswzbk	Yes
w	zgdtwpxj	Yes
m	txhm	Yes
k	bklfgzvq	Yes
c	pqvkbml	No
f	hwdmcrqgl	No
c	fkgcxr	Yes
u	bxnqhvpkdz	No
p	wfmghxtpcvdq	Yes
q	qjkctlg	Yes
h	nwqbvgkc	No
d	dhng	Yes
b	dpbr	Yes
k	hzkdlb	Yes
q	crpjw	No
j	xbqpvfkjmr	Yes
r	lgcrjspfh	Yes
w	ksvghfb	No
t	zkbjwqm	No
o	rwdbxtnc	No
p	ndglrk	No
h	tvklshj	Yes
s	zsm	Yes
z	wpmczn	Yes
f	rmdqgfvzspj	Yes
v	bnjzxkmg	No
v	jxrkdmfl	No
f	jfkrcg	Yes
y	tpbhfcjnd	No
a	bvfkxclh	No
a	spkgczm	No
k	zqk	Yes
x	bxsthplc	Yes
w	xwcd	Yes
b	zjcg	No
j	ntmpwzxkljgf	Yes
f	rvxzfqshcp	Yes
m	gwpnhxkdlmc	Yes
h	rqnh	Yes
s	gxvjhwrscznl	Yes
y	jfswzmv	No
e	lcsgzrqwdmfnkvp	No
v	jfbvpr	Yes
i	rwhsbd	No
m	tkblnmf	Yes
t	jgtz	Yes
t	wlpnth	Yes
q	qbsmnx	Yes
o	mglxrj	No
d	zpxhtnvkbf	No
z	sgnbmx	No
c	rhxnsmc	Yes
w	czkmt	No
z	kzvxbpw	Yes
n	bmfrljxdqkhc	No
f	frjcn	Yes
t	smtq	Yes
u	ztkgpsxdclwmf	No
g	sbdg	Yes
b	gnhqbmvt	Yes
c	gfcdbxmjnvws	Yes
m	hbrfkxzsnwgpjtldc	No
q	fxmlhvjrcbt	No
a	nshkptqmj	No
a	gjdqbmhrtvnwclk	No
e	fpshxgndmj	No
f	pjsb	No
d	cfqplvmkgsndjbxzwh	Yes
u	cqnrjbdkmzsgtv	No
l	pgschqvfrm	No
d	szcq	No
y	wzmpc	No
h	blkzjqfcdwgt	No
o	qfpbhcgznktv	No
n	ngvzplxrb	Yes
o	nqsbvmgjclzwxk	No
l	bzgl	Yes
n	kzvcjm	No
d	fqmnd	Yes
c	rbdfwjp	No
z	bzlhcvdsmw	Yes
s	gspmwl	Yes
s	jvklbzqs	Yes
m	qkpnlsjxtf	No
w	vtlbmqjwk	Yes
f	rkxnqs	No
w	wksp	Yes
y	ntvxqwjzlhrsg	No
i	qfkxlmcpr	No
j	fzmslwcvgbd	No
n	fbpscnwj	Yes
c	wnkctfs	Yes
y	cbvms	No
f	jsp	No
n	tnl	Yes
h	hxql	Yes
w	qxrdhjzwml	Yes
e	hdpfzqxlrc	No
w	xwskbt	Yes
y	wkmslqvhbxcdntg	No
z	fbzj	Yes
h	pjxhfnskgrl	Yes
m	smbclgrnh	Yes
x	zrgbqsfjlmcdtv	No
j	jrpd	Yes
y	sfmgdbqxjrkh	No
u	psmckwqblxr	No
h	qgwztxn	No
c	wcdfmgp	Yes
b	dgjbqk	Yes
r	rlsdmgxtqjvhzk	Yes
n	rmsqfthwxlzg	No
u	wdpgs	No
s	jstczh	Yes
f	jhfpdwtrqsxbn	Yes
g	wvfngq	Yes
y	gmcwjlnzfqb	No
m	zbnthdm	Yes
z	lfhpqnzgcmbk	Yes
e	mtjkslfzvw	No
y	gprbwzjqtnk	No
v	cwpxvgrdlz	Yes
x	smwfqtzxj	Yes
f	jprhxsf	Yes
r	tjmrnzs	Yes
r	nmjqfx	No
a	szmb	No
i	vpjxqm	No
m	wlmb	Yes
t	chrqngfm	No
x	qwsmtrzgx	Yes
i	vpgk	No
r	znrk	Yes
c	wzprq	No
b	dzhfpkwsrxq	No
z	vtlwszphrm	Yes
h	jht	Yes
j	vlbjqpt	Yes
m	czvbqdrf	No
v	zvwbk	Yes
r	srzg	Yes
h	hpxlzm	Yes
a	bntxf	No
b	psl	No
s	sdpmr	Yes
t	hjftlq	Yes
s	ptdlhcxqsfb	Yes
d	zwq	No
j	pjkbzlgcq	Yes
b	xnlv	No
z	kmqrzj	Yes
p	vnlpd	Yes
e	gzxspbjr	No
p	cpw	Yes
d	wxgdp	Yes
z	pldctrxgqms	No
g	xmzg	Yes
d	mvnzxplcdrj	Yes
e	rqtzwkbv	No
g	htqfgm	Yes
f	qnsdmhbt	No
n	sztlgbp	No
l	pcdgxv	No
q	qdprwzt	Yes
s	krfcvjs	Yes
v	mvqft	Yes
l	kgsfbcpmq	No
p	wpzjctsl	Yes
c	pngqclxb	Yes
e	bvrgj	No
o	crqtbmzj	No
m	wfgcvtkx	No
u	mpnfwdstk	No
b	gkqxs	No
f	ntbfwg	Yes
l	shlkf	Yes
j	rqzjv	Yes
h	fqtcksvbd	No
u	lrdkhjp	No
a	nqdm	No
r	blptsvq	No
w	dvnhtlcgqjx	No
o	qlsfhwdx	No
l	jdtmlvc	Yes
r	bxqlznrs	Yes
j	zfhmpdck	No
w	wnghjvbtz	Yes
j	zrnpmbxtq	No
f	ncfqzs	Yes
r	cfjzpqdgr	Yes
x	bmfzskgd	No
f	srgtvbhfmnj	Yes
g	cnlrxjqs	No
t	vtksnhc	Yes
s	cwbnds	Yes
j	lvxcdj	Yes
w	qjcpxrhzmslgd	No
m	gkpzjntqsbhw	No
p	psvnqdjflrmb	Yes
d	sgqvxmzwrfk	No
c	vhbcw	Yes
g	pdgqfbjzh	Yes
j	czfmdkr	No
n	npfthsjz	Yes
b	pgtjbwqd	Yes
z	sdpmxrb	No
l	nwgjvrl	Yes
v	rvqsch	Yes
a	rmnzl	No
m	lhqm	Yes
k	fkphbtrj	Yes
f	htxmjsnz	No
a	vtpbfl	No
b	tsmjxfpb	Yes
k	kvbc	Yes
c	pkxc	Yes
w	pbwglr	Yes
z	jrqcdlg	No
l	bgvwkfzxpsr	No
y	qzflbst	No
q	bqwmcdgrp	Yes
z	tcmwxszqnd	Yes
k	jlxdg	No
t	qxztmphsj	Yes
o	lpgszrm	No
k	wqtjdsfxmgz	No
c	gchzrkwmlfv	Yes
i	jqhp	No
a	fmgbdhj	No
s	tqrjlw	No
f	zpxjsvhknfrlt	Yes
j	njvfthzr	Yes
p	nwbth	No
d	ghnqr	No
c	znfgmtjdrlk	No
i	ksfcz	No
j	bgmskwfjlcxt	Yes
r	jsfdkt	No
o	dtvfhqwmxk	No
b	mhfgzt	No
n	dqhmzctwvg	No
q	gkrbfqcjm	Yes
l	mwnqljv	Yes
s	gbdrvqtp	No
d	mbxqr	No
u	ckdh	No
i	fqvbzhn	No
m	gnqhrk	No
d	dqgxbp	Yes
v	grzjbtq	No
f	fwlgtdjrnkzv	Yes
i	mgqtlvsndz	No
f	psznwhtfx	Yes
h	ljhkzdsnf	Yes
w	grxdplz	No
q	zdwq	Yes
j	kqbwdxfzgl	No
j	qvzwjgk	Yes
z	pbfxtw	No
o	jmtws	No
b	pnjb	Yes
x	pgcsxrwjhvmk	Yes
q	pxtvdrqh	Yes
l	zmcvhtlwrpbxkfn	Yes
o	zwvlbn	No
d	sqnzdcj	Yes
e	mdpsr	No
n	ptqrznfwj	Yes
j	vgsfjpt	Yes
g	gbvsrm	Yes
n	fdhclm	No
g	xwrzpnbtkghs	Yes
v	jxzkndcbh	No
g	tdjngrpl	Yes
e	sptrndcz	No
s	fvtlghxd	No
a	cnjxrmzdpv	No
q	pmbxzrvfjs	No
j	qxjcw	Yes
h	wlthsmqnb	Yes
a	jrskdpxczvl	No
s	srnx	Yes
m	jhrlmf	Yes
s	rvwj	No
s	qbncvfsljd	Yes
q	cgzxnltj	No
c	prcdxnf	Yes
d	dhncmjwx	Yes
c	lbrcdg	Yes
x	cjxhrkvnpb	Yes
r	xvmd	No
b	sfxpzvcr	No
n	skznrlxwfth	Yes
d	dqw	Yes
x	hlpnrdtsjqxz	Yes
m	kbxzlwm	Yes
h	jzvchf	Yes
p	nbftcsvdz	No
w	wxjk	Yes
l	kvlfwrnz	Yes
v	vxhmz	Yes
s	mjsfngl	Yes
f	nlzmtjwxhfv	Yes
p	pfvwd	Yes
p	bvjpkdwrtfhcq	Yes
r	dhr	Yes
x	mzfrpwljgk	No
z	sngvwdjz	Yes
t	dtnqxszmh	Yes
r	bpzr	Yes
u	bmqzfnrxhsgw	No
h	pcznbvfjw	No
c	vgcz	Yes
l	wkpd	No
s	sdkl	Yes
z	xjfc	No
n	vsbnlxc	Yes
s	zmknxlwhct	No
r	bvpmhrxgsw	Yes
n	dfjhlpt	No
z	rsftpxmvwk	No
d	dwgkfh	Yes
g	qkjxb	No
e	kpq	No
m	wpmlqxcg	Yes
v	vczh	Yes
a	grdqsjwlbp	No
v	mrg	No
p	pfjxwl	Yes
o	gchkp	No
l	xldpq	Yes
g	jtnrdxczvkh	No
x	snjkvlpzthbdrqf	No
k	zhrdkj	Yes
d	znc	No
y	ftk	No
w	bswjdmn	Yes
q	qwnsfmvxbpk	Yes
e	dbgfpcrjhw	No
g	ftdmvbljns	No
n	cpnfvj	Yes
m	qmhn	Yes
p	pbnstz	Yes
b	nwhvtbrz	Yes
f	gdmf	Yes
b	dbncx	Yes
d	mzkg	No
c	dmrjlkv	No
d	dhkvbwx	Yes
s	tjgcnh	No
p	psxcz	Yes
p	bpzfrwtjl	Yes
m	kmbg	Yes
n	hnkm	Yes
z	pcslxtgqwbj	No
t	tmw	Yes
a	btmwp	No
v	frldtjmg	No
d	mxfkzgcvrqns	No
k	nkjslgtmzx	Yes
p	tkhpwq	Yes
x	klx	Yes
w	lnrwh	Yes
f	zcjb	No
z	zlq	Yes
d	xjbwhd	Yes
u	rzswdkhntgfvc	No
g	fhnbgkdpq	Yes
v	dsjhtvfknrwz	Yes
p	dsfbcjq	No
m	znvks	No
k	bhrgvfsmj	No
s	cpbsgwd	Yes
f	tpmszbcg	No
b	zsvrhtlbm	Yes
i	wjmlkd	No
p	xdgnhtsfwkb	No
k	jrtqlzx	No
v	pfkhbtz	No
y	hqmxjgspzvdwc	No
z	pnmdvzthbx	Yes
v	shnwclvbp	Yes
f	bjmkxplwdc	No
t	trzgbmkd	Yes
u	rdlgfwhbvknm	No
m	bnlwgkt	No
m	lqf	No
n	dcstn	Yes
c	khtc	Yes
o	ghrmcjk	No
r	hlcrqk	Yes
e	qstpv	No
k	mlkfbrnh	Yes
q	ncgxjrfdpzl	No
b	wxdmkjbp	Yes
o	sdtbxkwhrp	No
m	bjqmhv	Yes
u	wnpzfgkqslxb	No
j	wgsxdp	No
b	hwbt	Yes
w	wjgt	Yes
w	gfpvwsclr	Yes
f	ljkrbthz	No
x	jbtgpxqd	Yes
v	ngkjbfcw	No
w	bcztkgnhpqs	No
s	vwgzns	Yes
k	khpvxzrsdc	Yes
o	twhcskxbrgdnzfvm	No
p	kbnhcxzljv	No
k	ndzsjkhrb	Yes
t	tvmdb	Yes
j	zbrjpwsl	Yes
j	glfpj	Yes
s	bdkrqsn	Yes
l	wvdzlftsp	Yes
l	sdgtqp	No
x	kfgzj	No
v	pcstdn	No
x	kdhmnqx	Yes
q	jtgcwrnb	No
t	vcfhk	No
w	chnfrbs	No
w	vdjhxcwb	Yes
v	xmqvs	Yes
r	hjlw	No
c	krbgwc	Yes
c	fjmxnqr	No
b	dqrgblx	Yes
g	vmnxl	No
c	szqhl	No
f	fhvx	Yes
k	kzrhl	Yes
t	ndjrpcvqgz	No
g	pxjqtsbk	No
m	vwdsfm	Yes
g	skpmjrlgnfvd	Yes
w	qwglbmn	Yes
x	kvlgxzjh	Yes
w	wxsd	Yes
b	kcbdj	Yes
t	hkwqft	Yes
e	csjbkdqr	No
p	bmtlxwhd	No
m	nxmv	Yes
m	dvhqtlnmbwj	Yes
x	gdmlfrstb	No
f	jlzdptcg	No
s	jpwmdrtl	No
p	tbljwqpv	Yes
a	xbhpfc	No
o	whpnfcl	No
w	nmrsph	No
n	rmlfvkzqwnxdp	Yes
w	sfhg	No
t	stkjlhxf	Yes
a	xsjw	No
z	zgpfjc	Yes
n	vnkxzrcs	Yes
o	nwzxtphgj	No
h	jgnzlxdpq	No
p	nrvlzhkg	No
j	pqfgszcr	No
h	bvh	Yes
n	mzjswk	No
x	bcrtxfm	Yes
u	qkt	No
t	tdlhjpwf	Yes
q	htlwvksnbqdcjp	Yes
a	vwnscm	No
q	mqxbzl	Yes
l	kfnsgzlmt	Yes
z	xtfzbwcv	Yes
s	vbdmts	Yes
p	lkqfd	No
w	xlfvgwr	Yes
p	ntmzsdcfrjxq	No
k	cbspxv	No
y	dcrzvlgp	No
w	qztwgr	Yes
i	zrlpwc	No
f	nwcmjxrdb	No
e	jvgxkdnp	No
n	mtc	No
d	fklgd	Yes
p	wsdpqljkrnz	Yes
w	kzhwp	Yes
c	xln	No
a	vgzxwsbtlpdqf	No
t	zptnrqfh	Yes
w	rgflcdvhnw	Yes
p	dlfskzbhcqvr	No
m	rsjglnd	No
c	rxvbmwcd	Yes
c	pmdjwrn	No
u	fnvmpdb	No
j	wcgmvlr	No
m	sbtpdrlf	No
u	qmjdkvfzs	No
d	wklmjz	No
s	jmdcqzp	No
e	qkntvmbrf	No
j	mpndcblh	No
c	jczhxb	Yes
w	bzcmn	No
v	pjrbkcnsx	No
v	skpntlbq	No
z	zdbhnsw	Yes
v	kvcwx	Yes
f	nwhfs	Yes
e	wslkjrfgvq	No
w	hwvnz	Yes
v	jmnls	No
u	hjwktfzlcsgbd	No
s	bxktgjrmcsz	Yes
n	qzwdtjlpn	Yes
q	gzsncjwv	No
f	qtnhwfjgr	Yes
t	pqf	No
d	kmx	No
b	rvb	Yes
n	kcsr	No
x	tdflx	Yes
p	wcpkzvjqd	Yes
l	fwkzrjpdqmn	No
i	rvqdlj	No
h	htcvkz	Yes
t	hblvgstqz	Yes
h	sthmnr	Yes
c	jqgbcsfl	Yes
w	vjgf	No
o	vlbwnh	No
g	dpbfhgckt	Yes
m	nphlb	No
v	rgvlskbpd	Yes
l	vrhklgzcmt	Yes
c	nsrhbvlx	No
w	nsdt	No
v	xcsl	No
d	xbflgn	No
h	vhltfkrbg	Yes
k	qfsngk	Yes
d	bdj	Yes
q	xmknvprq	Yes
p	wcphqt	Yes
a	rkqplsfhtvjwnxcm	No
a	dhwqnr	No
u	zpkqsgfcm	No
m	lwqndjg	No
f	wpdcmbqxz	No
f	blspch	No
y	sxbctfpqh	No
m	txrvfg	No
z	gjrpwfxns	No
q	tjfwpbx	No
j	xdwkqn	No
y	bqzjpdxf	No
p	bwctxm	No
x	pbclztmkv	No
d	pqxfdgh	Yes
c	vcgtqkz	Yes
