input1	input2	input3	label
x	s	tghfvxsz	tghfvsxz
n	l	lbqwn	nbqwl
r	b	phqcgdnbrx	phqcgdnrbx
w	l	wfhlsqdgp	lfhwsqdgp
h	g	lqjghfw	lqjhgfw
x	t	hxbptfs	htbpxfs
p	r	pmnrhjx	rmnphjx
b	m	xfsmb	xfsbm
j	d	vqkdxgljc	vqkjxgldc
l	n	dwklhrxctsn	dwknhrxctsl
q	r	sqjr	srjq
f	z	bjqkfzx	bjqkzfx
n	v	lnvrbfgtx	lvnrbfgtx
w	n	zhbgnw	zhbgwn
p	w	qbwktrgpxmc	qbpktrgwxmc
r	m	mhnrjdvc	rhnmjdvc
w	x	pnqslbdfwrvx	pnqslbdfxrvw
t	l	btnvwchsqrpfzl	blnvwchsqrpfzt
m	v	mwvjbz	vwmjbz
g	z	nphqvzbg	nphqvgbz
c	x	mcvxjp	mxvcjp
z	j	fkwpjqzdbsn	fkwpzqjdbsn
d	n	dns	nds
x	q	qxbd	xqbd
d	f	pfbd	pdbf
m	z	pbgshwnqtcrvkzjdm	pbgshwnqtcrvkmjdz
g	w	rcwhzsmkqgv	rcghzsmkqwv
r	v	tlrqbpwfv	tlvqbpwfr
s	x	dlnxgcts	dlnsgctx
w	s	hwsgr	hswgr
g	x	xkgvm	gkxvm
x	p	pqx	xqp
d	c	kzvdgtc	kzvcgtd
b	x	bxvq	xbvq
r	f	brnjgfzdclsh	bfnjgrzdclsh
x	w	klxwsd	klwxsd
d	p	cphrndf	cdhrnpf
h	d	hcqnkdp	dcqnkhp
r	v	smkbvcr	smkbrcv
j	p	mdzkxspjl	mdzkxsjpl
v	q	lqfv	lvfq
r	n	zrngcdpbm	znrgcdpbm
w	x	pwgqrx	pxgqrw
v	h	gwtvhpn	gwthvpn
q	s	svjqc	qvjsc
q	v	strvql	strqvl
k	s	bpszk	bpkzs
b	p	dfzjkbnp	dfzjkpnb
k	z	zkd	kzd
w	c	rjwlkc	rjclkw
n	j	wnbqzjhm	wjbqznhm
m	n	vmwlrcbfnq	vnwlrcbfmq
r	s	sxprmnf	rxpsmnf
b	d	bdtk	dbtk
p	b	wzmcbjqp	wzmcpjqb
f	w	qwjfx	qfjwx
p	r	lrp	lpr
g	c	vkxbnfgcptm	vkxbnfcgptm
n	d	mrnkdj	mrdknj
v	q	gzsqmv	gzsvmq
p	b	tdbpr	tdpbr
g	v	vhntbpzdg	ghntbpzdv
n	j	zwpjhgmn	zwpnhgmj
x	d	nmbxczjpd	nmbdczjpx
n	s	whdtcjbmqsn	whdtcjbmqns
d	r	jsrtvdl	jsdtvrl
j	r	rjxqcf	jrxqcf
j	b	sxjfpqbcw	sxbfpqjcw
d	c	rgckbwd	rgdkbwc
m	p	glrtpmkb	glrtmpkb
j	h	hqjl	jqhl
w	z	rhxzkswg	rhxwkszg
n	d	jxnpd	jxdpn
l	m	tlrfxsmbd	tmrfxslbd
p	s	pvsh	svph
g	x	gzxmpd	xzgmpd
j	d	dlbcpjnk	jlbcpdnk
x	t	qwsxtn	qwstxn
r	m	rwgnvtlmchq	mwgnvtlrchq
v	n	gpnjqczvw	gpvjqcznw
j	r	pqmjvrzkngctfwl	pqmrvjzkngctfwl
t	p	tpcn	ptcn
f	x	wflxm	wxlfm
v	k	wfvktl	wfkvtl
h	r	hkrwmtp	rkhwmtp
d	m	bcdftznsmj	bcmftznsdj
p	g	przmcwbg	grzmcwbp
t	l	tbjzgl	lbjzgt
l	d	xtlqnmdpwc	xtdqnmlpwc
h	g	ktqwbdvgfh	ktqwbdvhfg
d	k	fnrdkgv	fnrkdgv
q	m	jtnzqfm	jtnzmfq
d	l	hglxfdst	hgdxflst
z	w	zlrwg	wlrzg
n	s	nsb	snb
x	g	fpsmxtcghr	fpsmgtcxhr
r	h	lxhrfksdpwg	lxrhfksdpwg
d	f	lxvtmjkfrgdq	lxvtmjkdrgfq
w	v	mvzbwn	mwzbvn
q	t	tqwvhdp	qtwvhdp
x	l	bxndl	blndx
l	t	fcmwklghtxn	fcmwktghlxn
r	b	nrvb	nbvr
q	z	gzmqrvlp	gqmzrvlp
b	z	dsvzbplcxjwm	dsvbzplcxjwm
k	p	dtjqgklmsxp	dtjqgplmsxk
z	x	kwpnxlzqfm	kwpnzlxqfm
c	l	chrgmqsl	lhrgmqsc
f	n	gzqwskpvntfj	gzqwskpvftnj
p	g	zspdnwkxgjvr	zsgdnwkxpjvr
q	d	dqxpkjnlwsh	qdxpkjnlwsh
r	g	xvpgr	xvprg
z	h	pswzvmfhd	pswhvmfzd
h	v	cvjhqwltfs	chjvqwltfs
c	z	pthlcqjzwds	pthlzqjcwds
c	p	plxstdfcz	clxstdfpz
b	l	kbrcl	klrcb
l	n	qpcjthndl	qpcjthldn
h	t	cdqthxp	cdqhtxp
b	p	pxznkb	bxznkp
p	k	nvkp	nvpk
j	q	nkqjd	nkjqd
n	s	ngqs	sgqn
t	b	blvgjwtzfp	tlvgjwbzfp
l	b	lbrcgptzk	blrcgptzk
l	h	tpvdmjqlh	tpvdmjqhl
c	r	cfzwkjmrx	rfzwkjmcx
p	m	brnpzjm	brnmzjp
s	p	vhczqpsn	vhczqspn
v	s	dzkqvxrscm	dzkqsxrvcm
r	b	hxcbtjgr	hxcrtjgb
l	r	zngvfjqsmpclrt	zngvfjqsmpcrlt
x	v	pvkbcdzhx	pxkbcdzhv
f	k	hznsgfk	hznsgkf
k	f	fltjdk	kltjdf
h	x	xhlwmc	hxlwmc
l	t	ntjqlzwfm	nljqtzwfm
k	c	zqkrc	zqcrk
h	z	cwgbtszkh	cwgbtshkz
n	w	cwbgvznj	cnbgvzwj
r	w	fgnmwrpk	fgnmrwpk
p	r	brtpq	bptrq
p	q	rngpcq	rngqcp
d	b	jbmdncspz	jdmbncspz
k	v	vxkn	kxvn
g	h	lfzwnhcsxgp	lfzwngcsxhp
w	q	ktwql	ktqwl
f	j	gstfckljzbpm	gstjcklfzbpm
m	q	jmhnq	jqhnm
z	j	hzjpb	hjzpb
r	b	spmnqcwbrhjx	spmnqcwrbhjx
f	m	cmvfjz	cfvmjz
q	v	qvtswzmhbk	vqtswzmhbk
g	h	sfnhkcxg	sfngkcxh
b	r	lgqvhbctsxwnpmr	lgqvhrctsxwnpmb
c	m	cxmpl	mxcpl
w	z	wzbqhfc	zwbqhfc
b	f	mcwrfdqb	mcwrbdqf
x	h	zjlvxnhsb	zjlvhnxsb
v	m	lcpmkfv	lcpvkfm
f	b	zsftvwbdcqr	zsbtvwfdcqr
v	p	xzvgsprw	xzpgsvrw
k	l	fcjlkwb	fcjklwb
g	n	bkpzgxjndv	bkpznxjgdv
p	w	hpjxw	hwjxp
d	m	xmbsnjhdq	xdbsnjhmq
k	c	jpmncgks	jpmnkgcs
p	v	pqdv	vqdp
q	p	qxp	pxq
n	d	dnjhp	ndjhp
p	n	jqbncwp	jqbpcwn
m	j	qjmglcf	qmjglcf
j	l	ncjbxl	nclbxj
j	n	jnz	njz
l	h	jlhkxqrw	jhlkxqrw
n	b	zxdnhb	zxdbhn
b	n	dkvbfns	dkvnfbs
r	l	jrclw	jlcrw
v	g	gfcrvwd	vfcrgwd
n	d	ldxnr	lnxdr
j	v	lpsqdtvzchnkjw	lpsqdtjzchnkvw
t	v	dfbktwvlp	dfbkvwtlp
t	c	krmcptz	krmtpcz
n	t	bknzvtgpsrx	bktzvngpsrx
n	x	dwnkxj	dwxknj
p	r	qprgvdh	qrpgvdh
h	k	khn	hkn
d	z	hzdstbklvpcw	hdzstbklvpcw
v	g	gpvshc	vpgshc
z	v	htfvsgjbcz	htfzsgjbcv
r	w	rhqxmwglk	whqxmrglk
m	d	qdpmgt	qmpdgt
n	j	gjmfhlrn	gnmfhlrj
v	l	wfhnbmpkgvlrc	wfhnbmpkglvrc
x	c	lnxc	lncx
t	f	spbcntxkwf	spbcnfxkwt
r	v	xsnwmfrv	xsnwmfvr
z	h	zvkhrlwsd	hvkzrlwsd
k	n	kxvctbmn	nxvctbmk
x	z	zrxwq	xrzwq
x	s	hszx	hxzs
h	l	bnzfvlxh	bnzfvhxl
n	g	pkzmnhtcgr	pkzmghtcnr
g	b	cdkhbg	cdkhgb
q	j	kjpqbsvg	kqpjbsvg
x	n	xckdnvgs	nckdxvgs
w	q	cwqxpgndv	cqwxpgndv
l	g	pltjkgsbw	pgtjklsbw
t	x	qxzft	qtzfx
h	j	hdrmj	jdrmh
q	s	qhksd	shkqd
f	q	zwjklqf	zwjklfq
l	d	scpvlxqdgfm	scpvdxqlgfm
t	f	mqgftvwcrk	mqgtfvwcrk
d	h	csdh	cshd
q	d	bzvtdpq	bzvtqpd
w	n	gjrsnxlqwmfptcd	gjrswxlqnmfptcd
x	q	xqkbtrc	qxkbtrc
z	f	qsfrtbclz	qszrtbclf
s	v	cvwsm	cswvm
l	z	fzkgl	flkgz
x	z	rpslfxvz	rpslfzvx
p	x	xtpscnjbq	ptxscnjbq
x	q	tkcnxsqzhmw	tkcnqsxzhmw
j	h	vhpjn	vjphn
m	g	btmg	btgm
w	c	xjwcmhbgdl	xjcwmhbgdl
k	t	jzkt	jztk
x	j	ntcfxgjh	ntcfjgxh
q	f	pknqfxt	pknfqxt
d	m	jmrtvd	jdrtvm
w	f	fpmqwstlbr	wpmqfstlbr
f	b	nsfzrbhj	nsbzrfhj
h	k	hwcpksn	kwcphsn
s	b	bqtxshm	sqtxbhm
m	h	kbmzvrhflnwx	kbhzvrmflnwx
h	p	pkhcfd	hkpcfd
v	w	gwv	gvw
p	d	czbndlpj	czbnpldj
r	w	pqcmwnr	pqcmrnw
n	h	mhtdscn	mntdsch
f	b	sqbfldgk	sqfbldgk
m	s	nsbqrkmc	nmbqrksc
g	d	bpkzdcgv	bpkzgcdv
q	d	lqzhtbmsnd	ldzhtbmsnq
w	k	wlk	klw
g	r	xrgvbs	xgrvbs
g	h	shg	sgh
f	d	qrfldb	qrdlfb
m	z	ktqnhrfzxmd	ktqnhrfmxzd
x	g	gxq	xgq
m	z	mzfrgkp	zmfrgkp
q	f	vhnfdgwcbstq	vhnqdgwcbstf
h	x	cxbhfnz	chbxfnz
h	n	knshc	khsnc
q	p	scpdq	scqdp
r	t	rhfjnt	thfjnr
k	l	gcrjlxmdskwhbvq	gcrjkxmdslwhbvq
j	n	lfrnpjhc	lfrjpnhc
c	l	vjlpwtc	vjcpwtl
f	c	rhqwfdvzcbs	rhqwcdvzfbs
q	x	xdrqkl	qdrxkl
n	m	ngwm	mgwn
r	q	rhwq	qhwr
m	v	tvm	tmv
w	d	zwnvxdb	zdnvxwb
w	k	lskjwd	lswjkd
s	k	ksnzqwf	sknzqwf
j	b	nbrhjs	njrhbs
n	l	rqltmkn	rqntmkl
h	q	gfjqh	gfjhq
h	s	dqlsh	dqlhs
p	v	qpvjfsr	qvpjfsr
p	s	rjknpbs	rjknsbp
x	d	dskxlv	xskdlv
b	h	hstbn	bsthn
f	n	ftnpdbj	ntfpdbj
j	s	jtgqxcs	stgqxcj
z	t	zkhgtvxp	tkhgzvxp
c	n	qdwnjcg	qdwcjng
r	l	wgzlrq	wgzrlq
r	c	wfcrj	wfrcj
k	l	sqzvlk	sqzvkl
p	z	pkglzxfb	zkglpxfb
j	z	mzrjhwpn	mjrzhwpn
m	x	hbcxwzrmtvjkqf	hbcmwzrxtvjkqf
z	f	xkvrfbjzl	xkvrzbjfl
g	f	lngrtvfw	lnfrtvgw
h	b	dkxjwlbhs	dkxjwlhbs
j	b	rhxjbtd	rhxbjtd
d	l	rqdl	rqld
l	r	tsrczvl	tslczvr
z	x	qnxmzt	qnzmxt
k	r	rztdfklns	kztdfrlns
p	l	klhsxpnv	kphsxlnv
v	r	xkjvrmn	xkjrvmn
q	f	ldbgqfnv	ldbgfqnv
g	b	lrgbtq	lrbgtq
v	x	vdqxmth	xdqvmth
k	g	vrphgszfknc	vrphkszfgnc
q	z	vrlqkz	vrlzkq
b	c	tpcnvxgzlhdkbqwsf	tpbnvxgzlhdkcqwsf
v	p	vmpb	pmvb
w	c	vcwf	vwcf
d	r	djswr	rjswd
x	s	zlvhqsxmn	zlvhqxsmn
l	z	slhwz	szhwl
b	q	zgjnbvq	zgjnqvb
z	p	flgzkpdc	flgpkzdc
p	z	slfjzhpg	slfjphzg
b	l	clqsvrfb	cbqsvrfl
f	m	mjfrb	fjmrb
q	n	vdkqjltrnxw	vdknjltrqxw
c	n	nlcrwj	clnrwj
c	t	hbcrntv	hbtrncv
h	l	lsfqh	hsfql
c	j	lxphnwjc	lxphnwcj
t	l	txl	lxt
c	b	crszhbdp	brszhcdp
v	r	rvbpdm	vrbpdm
h	c	jxtch	jxthc
d	w	shcplwdr	shcpldwr
l	z	qzwl	qlwz
p	n	bflvjnmp	bflvjpmn
v	r	rtsjv	vtsjr
x	s	pjhckqwxs	pjhckqwsx
l	r	lmbndgrp	rmbndglp
v	m	vmgnbkfldc	mvgnbkfldc
v	b	bvc	vbc
l	c	zfjtwlgscm	zfjtwcgslm
s	h	rchspdk	rcshpdk
w	c	zscqjbldw	zswqjbldc
n	p	xbpvntk	xbnvptk
d	b	bdnvmhgf	dbnvmhgf
n	l	jglwnkfphzr	jgnwlkfphzr
q	f	vcnfqpb	vcnqfpb
p	d	bdckrtxslp	bpckrtxsld
z	g	kgfzq	kzfgq
l	k	mdqknlft	mdqlnkft
t	s	gzcfjptbs	gzcfjpsbt
w	p	bpqwlzg	bwqplzg
j	r	glkfqjr	glkfqrj
z	t	zgth	tgzh
w	v	btcvwm	btcwvm
d	l	drhql	lrhqd
r	z	msvrxqjlftzpgckhndbw	msvzxqjlftrpgckhndbw
k	j	vbjlqcrxnpfgtskd	vbklqcrxnpfgtsjd
v	c	slxkczvh	slxkvzch
t	g	ntg	ngt
w	j	hzswdjb	hzsjdwb
t	x	qkxzntp	qktznxp
q	m	qtxrm	mtxrq
m	n	zmtxn	zntxm
w	z	rbqmpzw	rbqmpwz
s	m	wjqsnxdmtkpl	wjqmnxdstkpl
z	b	wzxrb	wbxrz
q	v	qxvrcbjpt	vxqrcbjpt
r	n	qrpn	qnpr
c	k	xkjpmc	xcjpmk
n	j	hlncjgmxz	hljcngmxz
v	b	wrbsvthng	wrvsbthng
q	t	wqstl	wtsql
p	d	phwcqxksd	dhwcqxksp
f	j	zqwjcnf	zqwfcnj
m	v	lmvpqsw	lvmpqsw
w	g	wvgcbn	gvwcbn
x	c	xktjrmwpzclg	cktjrmwpzxlg
t	v	fstv	fsvt
b	d	bdkgc	dbkgc
c	j	fxnhjc	fxnhcj
z	w	zwkfv	wzkfv
w	g	mqtwgkz	mqtgwkz
b	w	gwchb	gbchw
b	p	rdcqgpb	rdcqgbp
l	c	vjqxlc	vjqxcl
v	z	vpqcslznhjr	zpqcslvnhjr
n	j	gtjkfns	gtnkfjs
t	w	prdqfhntzcw	prdqfhnwzct
b	t	bdslrtj	tdslrbj
h	q	qjmwhgt	hjmwqgt
x	m	xrjpsm	mrjpsx
f	p	pztcfbx	fztcpbx
b	x	jxbl	jbxl
j	l	ldwtjbcgvmhq	jdwtlbcgvmhq
p	t	ptjczs	tpjczs
x	l	fdsxtpqlc	fdsltpqxc
h	c	zsphqrlbfwcnkm	zspcqrlbfwhnkm
j	q	lqmcjrh	ljmcqrh
q	h	hqjbfm	qhjbfm
x	v	lvxg	lxvg
v	j	djqgv	dvqgj
d	x	xcdkszg	dcxkszg
g	x	cvxbng	cvgbnx
x	s	gzhlfbvnxrjstq	gzhlfbvnsrjxtq
s	l	kcgmlsx	kcgmslx
j	g	tjcmzsgpb	tgcmzsjpb
w	d	kldwvcf	klwdvcf
t	z	scnwmjlqtzv	scnwmjlqztv
x	n	fxljhdwstbn	fnljhdwstbx
j	f	wsbzjhfxcpd	wsbzfhjxcpd
h	f	vznqsxghpfw	vznqsxgfphw
d	h	hdf	dhf
l	p	nbspjvhdlt	nbsljvhdpt
d	v	fndszqxjwmvtbl	fnvszqxjwmdtbl
x	p	mdkxrpn	mdkprxn
l	r	xmrfl	xmlfr
q	n	xqnkd	xnqkd
d	j	hdkngj	hjkngd
n	x	nrdfx	xrdfn
l	k	pxbrlgkv	pxbrkglv
k	v	ngkv	ngvk
v	g	rlfwxvsdgnpchb	rlfwxgsdvnpchb
z	n	gtvrmqcnz	gtvrmqczn
n	r	rvpkmqln	nvpkmqlr
k	m	hcmwqk	hckwqm
s	k	hqfkvs	hqfsvk
g	c	npckgm	npgkcm
s	x	spqxrcbz	xpqsrcbz
t	r	ktzjrd	krzjtd
h	x	xlsvhj	hlsvxj
c	q	qscjlxk	csqjlxk
t	k	tjqkx	kjqtx
n	g	klqncmhgr	klqgcmhnr
t	b	gtnkb	gbnkt
v	j	xqvhpbj	xqjhpbv
c	s	gcbrpvqksxm	gsbrpvqkcxm
g	t	sbrzxthndgpwl	sbrzxghndtpwl
q	h	qdltmhwn	hdltmqwn
s	j	ldhbzsj	ldhbzjs
p	c	hcgwsmpx	hpgwsmcx
r	z	rhzbfp	zhrbfp
g	k	bpqlnvzgkd	bpqlnvzkgd
w	l	hlvzwmqfjtsbc	hwvzlmqfjtsbc
b	s	sgbtxqlpd	bgstxqlpd
p	q	pwtfmdqhsg	qwtfmdphsg
j	s	hmgbjs	hmgbsj
g	j	fdpwntjmgk	fdpwntgmjk
t	d	kmzpxdwsrtcj	kmzpxtwsrdcj
m	z	chwxrtmdz	chwxrtzdm
g	k	njdkgl	njdgkl
n	l	rstlnj	rstnlj
c	r	mdznfrc	mdznfcr
q	g	kgdq	kqdg
p	l	lkbxcjdqpm	pkbxcjdqlm
n	v	wkvnpdfb	wknvpdfb
q	k	jqvkwf	jkvqwf
s	c	lkbmznsdc	lkbmzncds
k	m	tdjlvmkprxf	tdjlvkmprxf
m	k	fbmjghk	fbkjghm
r	x	qsfxnvhrl	qsfrnvhxl
c	s	hkrcxbmqsgfnd	hkrsxbmqcgfnd
l	j	jdl	ldj
d	f	fdnts	dfnts
r	l	lsr	rsl
b	t	bftqz	tfbqz
x	g	bmkqgxc	bmkqxgc
b	x	gxcb	gbcx
x	d	ljkqmrtxdvp	ljkqmrtdxvp
g	j	ptxfjg	ptxfgj
h	b	shtjlnzwbd	sbtjlnzwhd
l	b	bhcxlgsdn	lhcxbgsdn
n	h	pthqcnwrj	ptnqchwrj
g	n	fltzpvgn	fltzpvng
l	b	lkbprzg	bklprzg
d	n	bkqdsxtcrfwvhjn	bkqnsxtcrfwvhjd
z	g	wkzbgtdx	wkgbztdx
f	x	twzklfrdqvcxp	twzklxrdqvcfp
f	t	rftdm	rtfdm
r	v	plzgwqrxhfkv	plzgwqvxhfkr
k	m	rfpclkm	rfpclmk
t	l	tzlh	lzth
w	q	hkqwvfb	hkwqvfb
q	p	qkpb	pkqb
k	c	bgkcszvl	bgckszvl
g	q	wgcqzmrnx	wqcgzmrnx
h	c	ljbchf	ljbhcf
q	l	ltcshwq	qtcshwl
d	k	dhwfk	khwfd
d	k	kjqpcdv	djqpckv
w	l	whldqstpfmcr	lhwdqstpfmcr
f	l	hwctfl	hwctlf
c	m	zlhmc	zlhcm
x	b	lxtsrfpgb	lbtsrfpgx
r	s	mqnlrwbdshgkpvfj	mqnlswbdrhgkpvfj
h	d	ldzxh	lhzxd
z	x	xtvzlbfs	ztvxlbfs
k	x	kcgx	xcgk
d	z	wmdpfgqntz	wmzpfgqntd
f	g	fhbnvwxdgm	ghbnvwxdfm
m	d	zmdp	zdmp
c	v	bvfcjlr	bcfvjlr
l	h	lbdhvx	hbdlvx
m	f	snhxmfgr	snhxfmgr
g	r	qhfbgdrk	qhfbrdgk
p	k	qrjkfmpb	qrjpfmkb
b	r	pcgqnbxrj	pcgqnrxbj
k	q	qkh	kqh
h	v	bvxrqfgh	bhxrqfgv
n	c	ntpch	ctpnh
c	t	qbxcjvpt	qbxtjvpc
l	v	ljmvhpq	vjmlhpq
q	s	dljxhsqbpg	dljxhqsbpg
f	b	pbf	pfb
m	p	hmgtclp	hpgtclm
r	j	lbcjtdzksvr	lbcrtdzksvj
r	d	hdfrg	hrfdg
k	m	jdhmkbs	jdhkmbs
h	p	cgphsxkrfj	cghpsxkrfj
w	v	wqpv	vqpw
s	f	fsrd	sfrd
g	k	kzjg	gzjk
g	t	lrpdmtqg	lrpdmgqt
r	w	wltdrhbz	rltdwhbz
z	x	tvzxlrm	tvxzlrm
r	p	xklphtrmcf	xklrhtpmcf
g	n	lnzcqg	lgzcqn
c	f	fsvcw	csvfw
d	n	nwqvxdm	dwqvxnm
f	l	flm	lfm
j	k	jbfxptkw	kbfxptjw
m	p	pmcdj	mpcdj
g	w	vcbmfngjwhkts	vcbmfnwjghkts
c	m	ljgfxwmc	ljgfxwcm
h	x	mdrtfchpbx	mdrtfcxpbh
x	p	hrdcwxp	hrdcwpx
b	f	txfjnbrmhzvdql	txbjnfrmhzvdql
p	m	cpktjbmdqzs	cmktjbpdqzs
p	w	wxpbjkcz	pxwbjkcz
z	s	szpqcbtn	zspqcbtn
q	r	ntqr	ntrq
q	w	rdgcjwqtnp	rdgcjqwtnp
v	p	vpjksm	pvjksm
n	b	zqjwbgnp	zqjwngbp
z	f	zlqf	flqz
t	x	hztdxvj	hzxdtvj
h	j	bjsztxh	bhsztxj
t	r	jrvt	jtvr
c	s	gxdbfcsj	gxdbfscj
n	m	mznxjb	nzmxjb
k	w	wtbcmfk	ktbcmfw
w	h	dnbhwfk	dnbwhfk
x	c	fmgckx	fmgxkc
k	d	kcxbdlfqsn	dcxbklfqsn
g	z	dgzmkvrlsbt	dzgmkvrlsbt
x	t	jmwxpt	jmwtpx
v	r	gvbr	grbv
b	x	lhgvbjxk	lhgvxjbk
c	p	phlsvzwqtc	chlsvzwqtp
m	g	qrgpkxhm	qrmpkxhg
n	q	chqjpvnglm	chnjpvqglm
k	d	fpxgldkmw	fpxglkdmw
c	p	pqwskc	cqwskp
b	x	rbpxk	rxpbk
h	p	jtgzphb	jtgzhpb
t	r	nzrqjtcmpl	nztqjrcmpl
z	f	gdzsjqf	gdfsjqz
q	c	kmcjpldtfq	kmqjpldtfc
c	m	mlbfc	clbfm
m	q	hgxdqkmpvbfztr	hgxdmkqpvbfztr
q	f	prgxhznqbwf	prgxhznfbwq
k	j	dtqjkl	dtqkjl
c	k	tjcmkns	tjkmcns
d	p	vwmqhxrtdpnf	vwmqhxrtpdnf
q	p	vfwnpkqxh	vfwnqkpxh
w	v	qlmwzv	qlmvzw
m	r	dgwsrvmhb	dgwsmvrhb
z	p	sgzkph	sgpkzh
f	j	brhjlfzvs	brhfljzvs
x	d	mtjpdzxw	mtjpxzdw
w	b	vwmxbfc	vbmxwfc
f	s	nfs	nsf
j	p	tjrpnlbzh	tprjnlbzh
z	g	zgjc	gzjc
j	p	jgp	pgj
m	f	hzfrtgqmljb	hzmrtgqfljb
k	m	pmkghnx	pkmghnx
w	l	rltfxgw	rwtfxgl
g	s	tbscrgnl	tbgcrsnl
t	v	jtcvzfqb	jvctzfqb
p	k	pkvglnjrhdcft	kpvglnjrhdcft
c	n	chqtgkfnjw	nhqtgkfcjw
k	c	cvxdkh	kvxdch
k	m	vmkjd	vkmjd
d	p	pkrnhdv	dkrnhpv
h	t	hcbtm	tcbhm
d	r	ftdr	ftrd
z	m	mzkv	zmkv
h	v	pvh	phv
h	n	dbplnht	dbplhnt
b	s	cfnsbk	cfnbsk
x	b	zbxs	zxbs
f	v	rsnhvf	rsnhfv
j	v	jtnvkr	vtnjkr
p	n	npfjl	pnfjl
c	m	hmcx	hcmx
z	t	qzhfntv	qthfnzv
c	l	zclvjh	zlcvjh
m	r	lrnmcw	lmnrcw
b	l	bltfjdxwn	lbtfjdxwn
l	c	qhxczlrsbg	qhxlzcrsbg
p	l	zlwfphkt	zpwflhkt
k	b	tbfkq	tkfbq
n	q	mnxqc	mqxnc
t	c	bckt	btkc
p	g	gpmbk	pgmbk
x	d	mgxqdnj	mgdqxnj
w	k	wrvsngk	krvsngw
r	h	rhwcx	hrwcx
p	k	jphwgqkdm	jkhwgqpdm
p	q	qbp	pbq
j	h	phsjdnlt	pjshdnlt
s	b	bsnz	sbnz
j	t	qdtmcjw	qdjmctw
g	h	bdghjmzv	bdhgjmzv
p	s	xtfpksl	xtfskpl
c	j	jdlswc	cdlswj
f	t	tdfxr	fdtxr
b	l	xbplz	xlpbz
s	z	sjvzc	zjvsc
c	v	pfqlxdkvrgc	pfqlxdkcrgv
x	r	cqfjrx	cqfjxr
z	d	kzd	kdz
c	g	mczldg	mgzldc
q	v	bwshgvq	bwshgqv
f	w	pwfgl	pfwgl
d	l	pmldz	pmdlz
k	s	knbwfxmsc	snbwfxmkc
v	j	tcfnsvjqg	tcfnsjvqg
g	z	qrltbznhg	qrltbgnhz
f	p	rkpswfmb	rkfswpmb
h	l	hcgpfsldkw	lcgpfshdkw
t	c	ctmblrpvx	tcmblrpvx
p	z	tczvpdhw	tcpvzdhw
g	h	khgmsrb	kghmsrb
p	w	ntwpzkf	ntpwzkf
x	m	hgbmjx	hgbxjm
x	g	vxgfj	vgxfj
s	n	wsnqgt	wnsqgt
j	p	gjmnpxvsrq	gpmnjxvsrq
x	s	sgxj	xgsj
m	v	pmbvqh	pvbmqh
m	h	mqdzhlkgwsx	hqdzmlkgwsx
l	n	jmnrvzlwgf	jmlrvznwgf
x	c	qdfxwcrkp	qdfcwxrkp
j	l	qmktjhl	qmktlhj
h	b	bglwhf	hglwbf
m	q	dvpwrmqstf	dvpwrqmstf
n	g	hwgnfjx	hwngfjx
j	d	ldtjf	ljtdf
f	q	hdkftbql	hdkqtbfl
q	r	skvdrbzcqm	skvdqbzcrm
r	n	trzvsn	tnzvsr
r	s	cpfgwbqrstml	cpfgwbqsrtml
r	z	lkzmr	lkrmz
s	h	bchds	bcsdh
m	p	pwhmqv	mwhpqv
g	m	vjgklmt	vjmklgt
g	q	qlhgd	glhqd
q	h	vbrhq	vbrqh
j	w	lrwjp	lrjwp
h	b	dtmqzjprhbl	dtmqzjprbhl
q	r	wzvhqrj	wzvhrqj
q	b	bzlspmq	qzlspmb
r	c	hcrw	hrcw
q	h	qrvfhngzx	hrvfqngzx
b	k	xbdkzfwsj	xkdbzfwsj
k	w	wlkjpbnt	klwjpbnt
p	g	lgcptx	lpcgtx
k	r	kwr	rwk
n	l	mln	mnl
m	n	zlvkcwbmn	zlvkcwbnm
p	q	lqmwp	lpmwq
r	h	mnwjhpbrx	mnwjrpbhx
z	d	sczgdmq	scdgzmq
f	g	qvcfgr	qvcgfr
w	b	vbcqwz	vwcqbz
m	l	zmhbwrflns	zlhbwrfmns
r	v	wvknrs	wrknvs
w	f	vwqskf	vfqskw
w	n	nwrdb	wnrdb
d	l	tzdlc	tzldc
l	w	fxjlpzw	fxjwpzl
g	x	tgsqjfpznblxmc	txsqjfpznblgmc
p	c	cpqgdxh	pcqgdxh
r	m	wmbprh	wrbpmh
b	m	sgmwpbchdz	sgbwpmchdz
b	p	scqpnlzb	scqbnlzp
n	h	lhnkwcjvmf	lnhkwcjvmf
w	r	rmwtnqh	wmrtnqh
n	x	jcpsntblmx	jcpsxtblmn
f	c	cftvqh	fctvqh
t	x	tpxc	xptc
p	j	jpsmxhg	pjsmxhg
m	n	dvzlcnmpws	dvzlcmnpws
p	n	ktpjgflnmbsvzc	ktnjgflpmbsvzc
w	g	wqljzcgb	gqljzcwb
s	k	rmknbzdvclhxwjqfs	rmsnbzdvclhxwjqfk
f	d	tdf	tfd
r	j	drjbvnz	djrbvnz
m	z	qbmz	qbzm
g	c	glfwxcthks	clfwxgthks
l	q	lpzbrq	qpzbrl
j	b	dkbgxpwjcn	dkjgxpwbcn
n	k	bcxnkm	bcxknm
x	c	cdzxg	xdzcg
m	f	glmrfs	glfrms
l	m	kqcmlrwvj	kqclmrwvj
j	b	bjdz	jbdz
