input1	input2	label
c	xzjtrc	xzjtr
n	fvqkndcmwjlh	fvqkdcmwjlh
f	lnrbf	lnrb
w	vcmrw	vcmr
l	mzdjql	mzdjq
c	npclrbv	nplrbv
h	cghks	cgks
l	bdvhl	bdvh
d	dkfgr	kfgr
q	dqjrxwfpmvt	djrxwfpmvt
l	tqnxfml	tqnxfm
h	cnskghj	cnskgj
r	plrc	plc
p	pvhrsqzmk	vhrsqzmk
g	gwrhdlqcp	wrhdlqcp
v	ngxtvmdr	ngxtmdr
x	spxgfw	spgfw
c	wcl	wl
v	vcl	cl
t	bwtqjgpkm	bwqjgpkm
c	dczbn	dzbn
g	rhjlvmsgb	rhjlvmsb
z	pqfzlks	pqflks
m	kmnftr	knftr
c	chzvfd	hzvfd
b	qbndzfjxlw	qndzfjxlw
w	vwpnjx	vpnjx
p	gdmcpl	gdmcl
q	qrzwb	rzwb
f	nflbs	nlbs
x	mpfdsxc	mpfdsc
b	hmldbctjgvwknr	hmldctjgvwknr
d	vxzsnhd	vxzsnh
v	cpqvbn	cpqbn
v	sckwlfbnvp	sckwlfbnp
n	mskvnqrw	mskvqrw
q	nqvgczbxtl	nvgczbxtl
k	kxtqcnv	xtqcnv
c	cdvsbzhlng	dvsbzhlng
w	wrdclg	rdclg
l	hjkl	hjk
q	rbqthnf	rbthnf
q	qvhklxgrsw	vhklxgrsw
c	lkwmgqtcjzhvsf	lkwmgqtjzhvsf
l	cmqtbgrl	cmqtbgr
t	mzscfgqrkpnhdxljt	mzscfgqrkpnhdxlj
t	dtj	dj
f	vnjrbdf	vnjrbd
z	bcxz	bcx
h	xtsrfmphjb	xtsrfmpjb
w	zbvhwx	zbvhx
r	twjrkgmnsv	twjkgmnsv
v	dlwxkv	dlwxk
d	stldm	stlm
m	cfmstx	cfstx
t	flzcdntgv	flzcdngv
h	nhgw	ngw
m	pmzxfj	pzxfj
x	jrnkzqvpx	jrnkzqvp
q	qtzbhjxf	tzbhjxf
g	hmfcstvxgzbn	hmfcstvxzbn
z	ktwzd	ktwd
r	mrnj	mnj
h	rxdzqhg	rxdzqg
j	tbjvs	tbvs
p	ktjrdlxvfp	ktjrdlxvf
k	plknzgh	plnzgh
r	qzcbdxrf	qzcbdxf
x	txk	tk
z	bgshkpfwzq	bgshkpfwq
h	rhnjlzqmg	rnjlzqmg
l	mvbqhflx	mvbqhfx
k	qjhgxrfvkps	qjhgxrfvps
g	xgmrfjbnhqkds	xmrfjbnhqkds
p	spkfbr	skfbr
b	bwhrvd	whrvd
s	qsd	qd
c	pcfr	pfr
f	hxjqcdnvksfmrwg	hxjqcdnvksmrwg
m	cpqjmrltg	cpqjrltg
z	rhxgzjnqd	rhxgjnqd
z	grbzfsj	grbfsj
h	wqxvznlhgkmb	wqxvznlgkmb
j	xpdjsngvzrmcb	xpdsngvzrmcb
g	qvfpztklmxwgbn	qvfpztklmxwbn
q	ljxgdqk	ljxgdk
w	nvxwdj	nvxdj
r	mgfwrhkdbctj	mgfwhkdbctj
k	bkjgs	bjgs
x	vhlxkwjs	vhlkwjs
f	fhkdwt	hkdwt
k	rtcgmwbkps	rtcgmwbps
f	hvfwbx	hvwbx
b	mgbq	mgq
s	stcnx	tcnx
f	lhdkwft	lhdkwt
v	vhmjwgk	hmjwgk
v	vkzsr	kzsr
x	xflm	flm
d	xdrhmv	xrhmv
b	zlgbnktjf	zlgnktjf
w	pkxgjw	pkxgj
z	xszfjv	xsfjv
r	sdrtz	sdtz
v	zqktrgbv	zqktrgb
z	jptmsznx	jptmsnx
q	rshnkqx	rshnkx
h	qxslcmpnh	qxslcmpn
k	kfchvz	fchvz
j	rxvkslpjq	rxvkslpq
l	kfzlwt	kfzwt
m	wjqbkmpfx	wjqbkpfx
p	vsflpcb	vsflcb
q	hxq	hx
p	nvmdpbgqchwk	nvmdbgqchwk
l	jtgl	jtg
p	xbhvflpcn	xbhvflcn
f	nbfjtqh	nbjtqh
w	fgwjprsc	fgjprsc
m	rczjml	rczjl
h	pzh	pz
q	grqzw	grzw
j	mlqbjhcpzsd	mlqbhcpzsd
w	bjqpw	bjqp
l	jtfvlxnhdr	jtfvxnhdr
x	clxtpzrn	cltpzrn
g	twsfpgh	twsfph
c	krjsmzc	krjsmz
n	jqtn	jqt
j	swcqhjm	swcqhm
f	tfbzhn	tbzhn
g	gmpw	mpw
t	mqwfvxlgpjt	mqwfvxlgpj
h	dhrsxkmctplb	drsxkmctplb
t	gpkrnvwftb	gpkrnvwfb
f	lxdtkgfn	lxdtkgn
z	zghpvlcqsf	ghpvlcqsf
x	lzdbhx	lzdbh
d	mqxdrgbj	mqxrgbj
q	qshd	shd
g	kbpgrhv	kbprhv
m	mnkp	nkp
x	krvpbmx	krvpbm
g	fcbtlgvrwkj	fcbtlvrwkj
b	zqbmhgl	zqmhgl
t	rtlgs	rlgs
n	ftncj	ftcj
g	vkmptjgx	vkmptjx
p	pznwflvkr	znwflvkr
g	bhzvg	bhzv
x	dhrtzbpx	dhrtzbp
p	pchvkbjqnwl	chvkbjqnwl
g	cmdhgrlqf	cmdhrlqf
b	zbsgvxhn	zsgvxhn
d	xvhdmw	xvhmw
q	sdcqzkmvnxptwjb	sdczkmvnxptwjb
k	czlk	czl
d	khvmld	khvml
r	scrhzvqnktb	schzvqnktb
p	spbzfgx	sbzfgx
x	xmz	mz
d	tcd	tc
l	dkhltnb	dkhtnb
z	qhrzt	qhrt
k	dsgkwmx	dsgwmx
l	whzfkmtsbl	whzfkmtsb
p	qvjkgtmbdpsxwz	qvjkgtmbdsxwz
z	bwczm	bwcm
r	xpnrfhsc	xpnfhsc
n	nxwdrc	xwdrc
k	kngcd	ngcd
x	jnlx	jnl
p	nmdczfps	nmdczfs
t	tdcnfrswqmzg	dcnfrswqmzg
p	dsfncwljzqp	dsfncwljzq
x	crlntqxh	crlntqh
m	ptjm	ptj
w	czkfwl	czkfl
k	mkcfwd	mcfwd
k	bkgmq	bgmq
t	tmwklvcgd	mwklvcgd
k	kmlr	mlr
w	szwq	szq
p	bkqfpnhg	bkqfnhg
n	tzqmhkn	tzqmhk
m	nwdmlrvfsb	nwdlrvfsb
d	bnjptmd	bnjptm
c	fkbpcvjd	fkbpvjd
d	gzbtdfk	gzbtfk
l	ghnslmbvxw	ghnsmbvxw
j	vjtxh	vtxh
v	nfqgvr	nfqgr
r	rpdhgc	pdhgc
v	glvbs	glbs
z	ctzdsjgpnfhvk	ctdsjgpnfhvk
v	smvg	smg
c	ghrvc	ghrv
k	rptnkj	rptnj
v	hvnrlz	hnrlz
x	xmzgpb	mzgpb
l	lzgfndbtsj	zgfndbtsj
z	tpbhrmxszvg	tpbhrmxsvg
c	fbcvxp	fbvxp
x	gjbczx	gjbcz
s	kmsnzpr	kmnzpr
p	bdmgpfqc	bdmgfqc
s	hswfprzvmdl	hwfprzvmdl
d	dksvcgq	ksvcgq
w	vnprwqbg	vnprqbg
s	vsbwqp	vbwqp
h	lhtfxb	ltfxb
m	mhlwfpgq	hlwfpgq
z	qskzdf	qskdf
f	cfbpgv	cbpgv
c	bchtqgnf	bhtqgnf
n	zjwrlkn	zjwrlk
w	shcmlftnpw	shcmlftnp
q	qsxbnv	sxbnv
t	tklwp	klwp
b	znbgp	zngp
x	mjkscwxhtgfn	mjkscwhtgfn
n	qtnhcdpjf	qthcdpjf
p	hzmpvnx	hzmvnx
z	dlmzc	dlmc
w	gvjmw	gvjm
l	pmldjbt	pmdjbt
h	hglfw	glfw
j	jflghsxpz	flghsxpz
d	dhpz	hpz
b	czbnprdw	cznprdw
x	wdhxcglkpj	wdhcglkpj
t	jqzpct	jqzpc
q	mqpvrbnw	mpvrbnw
g	mwktpgvdhnf	mwktpvdhnf
k	kftjdz	ftjdz
d	dpstb	pstb
c	cwrdqzgth	wrdqzgth
h	lkmh	lkm
z	tzhnpqgdxb	thnpqgdxb
d	qgfrdsnjv	qgfrsnjv
q	zqrxc	zrxc
c	fstjkcqv	fstjkqv
q	tcqpjx	tcpjx
z	rjdkqcgbtzp	rjdkqcgbtp
j	tdkxqrvpjmz	tdkxqrvpmz
k	krgwhqx	rgwhqx
n	kpgstn	kpgst
x	ftlphxqm	ftlphqm
n	ncdvfz	cdvfz
l	bjlpf	bjpf
j	djhswt	dhswt
p	dzlrthp	dzlrth
d	psdzkrn	pszkrn
v	lvmdqsnz	lmdqsnz
r	lcqsjxnfrtdg	lcqsjxnftdg
v	vrsg	rsg
z	lzkmhpvc	lkmhpvc
m	kcbmnpjl	kcbnpjl
x	vbzdwpshx	vbzdwpsh
g	mskqhdg	mskqhd
d	nzpcdqlfsv	nzpcqlfsv
p	bcxzwp	bcxzw
k	hmlkvgq	hmlvgq
b	gkwbqxs	gkwqxs
w	hpbrxsctkqfwvd	hpbrxsctkqfvd
w	tkhqlwz	tkhqlz
h	hdgcqwlrf	dgcqwlrf
n	pnbvqxk	pbvqxk
d	dtcs	tcs
x	bpscxgt	bpscgt
q	gvkpscqjnm	gvkpscjnm
z	dzgpqxjc	dgpqxjc
k	mkzqbthlfx	mzqbthlfx
n	blcjrtnhwfq	blcjrthwfq
m	bwjpmsclh	bwjpsclh
c	gstfck	gstfk
m	gsdvzfmqc	gsdvzfqc
q	vjxqhd	vjxhd
m	wtm	wt
l	lbh	bh
s	tvqszk	tvqzk
n	qgfshn	qgfsh
l	lrtjpmzhfxn	rtjpmzhfxn
p	pmnfjl	mnfjl
q	qjncgw	jncgw
d	wcqd	wcq
f	wgbqlsjfp	wgbqlsjp
d	gdk	gk
g	qfg	qf
w	zktwfqjpv	zktfqjpv
f	fprbhv	prbhv
r	wmtxhknqjgr	wmtxhknqjg
f	fdh	dh
m	hjgpkm	hjgpk
n	zxnq	zxq
h	rjwdchmsz	rjwdcmsz
w	fwpkvg	fpkvg
t	btxqwkhr	bxqwkhr
b	kqbtrd	kqtrd
r	srdh	sdh
n	whsfpgtnvdj	whsfpgtvdj
g	ctrzgds	ctrzds
z	zpwjmbqlsd	pwjmbqlsd
j	jmrvwtkqcbxpf	mrvwtkqcbxpf
c	qwrhplvc	qwrhplv
z	vlkzxfwtdjr	vlkxfwtdjr
v	rmvljtksh	rmljtksh
m	mgl	gl
h	hcwpgl	cwpgl
z	cwrjvhqpzg	cwrjvhqpg
p	wpcldksq	wcldksq
x	flwckqbxg	flwckqbg
r	dvrhs	dvhs
g	gcfh	cfh
w	wkzh	kzh
j	mfhjntdwsg	mfhntdwsg
k	trkhcbzqdgwjxv	trhcbzqdgwjxv
j	mzgcljftbwqndx	mzgclftbwqndx
p	phkcjrxdvmgznt	hkcjrxdvmgznt
m	fwlrmcgb	fwlrcgb
b	jsfxbdhtg	jsfxdhtg
p	vlmpwrdjftns	vlmwrdjftns
p	plwkg	lwkg
k	dbkqhcrgj	dbqhcrgj
v	wjhzvl	wjhzl
p	nmszftphj	nmszfthj
l	mclwqp	mcwqp
k	xkvgwqlrpdjf	xvgwqlrpdjf
c	csnmwvf	snmwvf
z	jkzlsq	jklsq
p	grbp	grb
n	zfvnbhs	zfvbhs
p	kmcztsp	kmczts
s	mqcvrjsnp	mqcvrjnp
n	gnk	gk
t	tvwsghfq	vwsghfq
l	lbrjhz	brjhz
c	ldc	ld
l	xntqlpk	xntqpk
m	fkm	fk
b	zftljdbk	zftljdk
w	bpwv	bpv
t	jbndwtlqgr	jbndwlqgr
r	hsvcnrmkjt	hsvcnmkjt
x	xpfthsdzjlmbrgn	pfthsdzjlmbrgn
l	glxkwhvsrf	gxkwhvsrf
p	pcfqn	cfqn
b	zhcflsb	zhcfls
t	tmlb	mlb
l	pqrjwlgk	pqrjwgk
n	tpndhjgb	tpdhjgb
j	jnkmlpt	nkmlpt
j	nzkhxsjbrt	nzkhxsbrt
c	qscdwpfj	qsdwpfj
c	jcrgd	jrgd
p	mvdqspzn	mvdqszn
h	bnkzhldgtw	bnkzldgtw
c	vjmtskrdfwcqxgnplhzb	vjmtskrdfwqxgnplhzb
n	ndsh	dsh
z	zkjqgxnr	kjqgxnr
z	jclrtfwzh	jclrtfwh
x	tmx	tm
z	szfw	sfw
l	hgrlntszbj	hgrntszbj
b	cbfkps	cfkps
f	dxzflqcbpv	dxzlqcbpv
h	sqgzhf	sqgzf
z	djxlntqbzfm	djxlntqbfm
f	csfxlqgznk	csxlqgznk
g	gtjhklp	tjhklp
w	zgwm	zgm
z	gtfkzq	gtfkq
l	kblhdg	kbhdg
h	pxghb	pxgb
z	rbtz	rbt
n	rtjxnf	rtjxf
s	pwjgrnvs	pwjgrnv
x	bzwcsdrxg	bzwcsdrg
w	xwnmlt	xnmlt
g	gvtmn	vtmn
n	svrzjxknb	svrzjxkb
h	zdkbnrthm	zdkbnrtm
g	lsjgm	lsjm
r	pvzsdrhltb	pvzsdhltb
r	grhxclbzmv	ghxclbzmv
s	jkbsvmdrp	jkbvmdrp
g	chjg	chj
g	txsnfmzkqgw	txsnfmzkqw
b	rmkgdzqb	rmkgdzq
m	cmpqb	cpqb
z	pmzq	pmq
z	bfzkm	bfkm
g	qjfrgwdxpklbt	qjfrwdxpklbt
k	kqwvx	qwvx
k	vdhlntxfk	vdhlntxf
m	lmprkjvsx	lprkjvsx
j	pjtcdl	ptcdl
d	stmdhlgbvr	stmhlgbvr
j	bhpjwxkzd	bhpwxkzd
p	flwgxnrpk	flwgxnrk
w	jkzlxrcvfmtw	jkzlxrcvfmt
w	vsmcw	vsmc
l	jcrhtwln	jcrhtwn
p	ndwprmxt	ndwrmxt
x	nmspwzhcxj	nmspwzhcj
j	zbxjhpdmwfncl	zbxhpdmwfncl
j	xjqsghnfdv	xqsghnfdv
g	hbgqnfd	hbqnfd
k	mkth	mth
q	zdlqwprsjgb	zdlwprsjgb
q	xnrqfw	xnrfw
q	mzhqfnsj	mzhfnsj
p	tsgcbprfxm	tsgcbrfxm
h	ngprhvw	ngprvw
z	qzf	qf
r	grqcvd	gqcvd
d	bsjd	bsj
b	xjbftzdh	xjftzdh
h	wqxrgjsvmph	wqxrgjsvmp
z	zjrwq	jrwq
n	qgfdprjklbsxnh	qgfdprjklbsxh
r	zsqdhtjlfvgr	zsqdhtjlfvg
q	jfq	jf
r	fmjvr	fmjv
q	sbdqpnl	sbdpnl
r	qrxznlh	qxznlh
g	pgsfn	psfn
t	xdfzpbsct	xdfzpbsc
b	qlbchfnj	qlchfnj
w	zcpbxghwdrq	zcpbxghdrq
v	wbv	wb
h	pth	pt
n	rtcgkn	rtcgk
w	xtfwgn	xtfgn
s	bsdjvwm	bdjvwm
c	wgzbc	wgzb
w	ctbvxnqrpdfzwglmhskj	ctbvxnqrpdfzglmhskj
h	lzhwkbmgp	lzwkbmgp
g	zmwg	zmw
h	nlhsxqt	nlsxqt
w	clxtmrwqd	clxtmrqd
j	fpdj	fpd
r	cxvrl	cxvl
p	cxqp	cxq
c	bdmqxvcgl	bdmqxvgl
z	mcxfjgdzswv	mcxfjgdswv
l	tdqgl	tdqg
d	dklxcs	klxcs
n	dqnwsc	dqwsc
n	sbmnfkvz	sbmfkvz
s	xrstgnldp	xrtgnldp
l	snlwgkc	snwgkc
v	zhv	zh
g	tgcxqz	tcxqz
d	dqft	qft
d	njlqswfdrkzp	njlqswfrkzp
l	wlnmtks	wnmtks
z	xjdzcgkqrb	xjdcgkqrb
z	jnszhg	jnshg
j	xfnzjrhpwlb	xfnzrhpwlb
b	gpqsdbrzwchjxklnvf	gpqsdrzwchjxklnvf
l	hdvxmlpzs	hdvxmpzs
t	tlpnmgfscv	lpnmgfscv
q	dmjsq	dmjs
t	vbkrwjtqlmd	vbkrwjqlmd
p	rpkqtnv	rkqtnv
r	xkgjbrzq	xkgjbzq
r	rcqfxvslh	cqfxvslh
d	jgbdqhmpwxrv	jgbqhmpwxrv
v	tjvqh	tjqh
w	kmxwn	kmxn
q	krhdfnmwxblpq	krhdfnmwxblp
z	tvhzkpdnq	tvhkpdnq
s	lrs	lr
l	vlnqmrk	vnqmrk
z	pbzj	pbj
k	crwlkpvhfg	crwlpvhfg
b	dxwzsbk	dxwzsk
g	gbmshjd	bmshjd
d	rfdnqgbklc	rfnqgbklc
d	vdkp	vkp
k	bqlgjkdnxrh	bqlgjdnxrh
k	fgkwctm	fgwctm
c	bzc	bz
f	fbqjwnc	bqjwnc
t	gjxmt	gjxm
s	kxcmsrg	kxcmrg
k	bjkwld	bjwld
j	jbv	bv
v	cvjqnhwzt	cjqnhwzt
l	nlzw	nzw
n	nwlxgskmrpj	wlxgskmrpj
w	wvhjc	vhjc
j	xjdtm	xdtm
z	zdhbj	dhbj
x	mjfphzxdst	mjfphzdst
w	fphqjxwm	fphqjxm
d	vplnd	vpln
f	fqjlcv	qjlcv
m	spcwmzhg	spcwzhg
l	kdlq	kdq
r	jzvrlwtmc	jzvlwtmc
b	bnmf	nmf
p	qrp	qr
c	phfqcr	phfqr
f	fqthcv	qthcv
p	tnkcdqpjvf	tnkcdqjvf
j	jmpqzngs	mpqzngs
s	ltmjqvcsp	ltmjqvcp
f	dfs	ds
p	qxzphvjwl	qxzhvjwl
s	pnmjqvksx	pnmjqvkx
v	jzldwvhsxnb	jzldwhsxnb
r	brgpxj	bgpxj
k	kprj	prj
f	srdcfl	srdcl
d	qdmbx	qmbx
h	qpbgmkh	qpbgmk
r	vrxqlpsg	vxqlpsg
k	cwvnkf	cwvnf
z	mcdfzrw	mcdfrw
b	plfbvkxgm	plfvkxgm
g	bglnqzwdcp	blnqzwdcp
z	zdtm	dtm
n	xwnd	xwd
s	kltbzhcxfsmg	kltbzhcxfmg
d	dkfzljm	kfzljm
f	zhkmrqtnfs	zhkmrqtns
l	hvjqzdcltgnk	hvjqzdctgnk
t	ncsgtd	ncsgd
v	frpsnvjqzlkxtw	frpsnjqzlkxtw
g	cdbgtxwqrz	cdbtxwqrz
b	rhzbgw	rhzgw
r	smldr	smld
t	sgxcthfqnwrpvb	sgxchfqnwrpvb
j	qnhgjw	qnhgw
v	sbtmvwrknpj	sbtmwrknpj
m	wmqc	wqc
s	btdznjsxm	btdznjxm
x	rnqcgdwxkpms	rnqcgdwkpms
t	gvbtqdxjc	gvbqdxjc
c	clrsqhjgknbpx	lrsqhjgknbpx
t	lvtnhjbc	lvnhjbc
k	nmhkt	nmht
t	rtxcfkjl	rxcfkjl
d	qwbd	qwb
n	ngbw	gbw
z	dqftcwz	dqftcw
s	fthpvdgnsm	fthpvdgnm
h	vhwstx	vwstx
d	wtdzpj	wtzpj
p	ptjfs	tjfs
w	vbwqmtr	vbqmtr
h	wjzhgr	wjzgr
q	wljtsqfc	wljtsfc
k	zwcvdgrfsnjqk	zwcvdgrfsnjq
g	kmpng	kmpn
h	chgbf	cgbf
l	hlcv	hcv
n	pnwmrslxt	pwmrslxt
j	gdxjw	gdxw
s	wqszb	wqzb
t	nvtxhrkmsq	nvxhrkmsq
t	wdvjsbgkft	wdvjsbgkf
r	cnwjrkdzlt	cnwjkdzlt
b	bgxdnl	gxdnl
q	dqngm	dngm
g	htcgmwpvqkflds	htcmwpvqkflds
c	pszclk	pszlk
w	lgw	lg
t	jrltkpfwd	jrlkpfwd
v	qjgmsfnhtv	qjgmsfnht
l	lkzqxbmjhd	kzqxbmjhd
q	cfq	cf
q	fntkqlpgjc	fntklpgjc
b	hrbvjkzl	hrvjkzl
k	pjsbmxztgkc	pjsbmxztgc
b	hgkbrptwc	hgkrptwc
g	wmgq	wmq
l	ljbx	jbx
f	wbfq	wbq
t	jtbgnkz	jbgnkz
v	fvwtszrmqbh	fwtszrmqbh
w	szwgrtm	szgrtm
z	cjwmvqz	cjwmvq
m	zvpm	zvp
r	rmhgdktb	mhgdktb
f	fkhqpxcj	khqpxcj
s	scpfb	cpfb
m	zrtlmhjf	zrtlhjf
s	wgqclfvs	wgqclfv
f	spxwmdtfz	spxwmdtz
h	wpfxh	wpfx
k	zcftkxjngl	zcftxjngl
h	hswnxr	swnxr
d	fptqblmgd	fptqblmg
b	bpmkct	pmkct
l	wsmjbdhl	wsmjbdh
h	hwmfv	wmfv
x	xdrp	drp
h	rvhmjnwslp	rvmjnwslp
m	mpjhsc	pjhsc
g	xrgszndhlvbqpjm	xrszndhlvbqpjm
f	dfh	dh
g	pxg	px
p	pdvgqbwnj	dvgqbwnj
t	wrtzpc	wrzpc
w	gcwnxszh	gcnxszh
n	vrxnjmsh	vrxjmsh
k	wsrkz	wsrz
f	smgzwkcfqh	smgzwkcqh
c	vwfqpcrt	vwfqprt
b	dsgnxwzbvht	dsgnxwzvht
z	pfqnjmz	pfqnjm
x	jtmxkq	jtmkq
m	lfgjmckx	lfgjckx
l	qxgl	qxg
r	zgtcrfmw	zgtcfmw
j	mjkbc	mkbc
b	sbwrhgk	swrhgk
v	xgwnkvdq	xgwnkdq
w	qljkwsdrg	qljksdrg
k	kpgsmtq	pgsmtq
c	tdhcvlzqw	tdhvlzqw
b	vxhtgb	vxhtg
m	dmptvgz	dptvgz
k	qrmbkzcdvg	qrmbzcdvg
t	btkl	bkl
w	wtqf	tqf
g	pwbfksmqvgr	pwbfksmqvr
p	jwtp	jwt
b	qkgftzb	qkgftz
d	lpnmdzgb	lpnmzgb
k	hjnktbv	hjntbv
d	dlfp	lfp
h	hbtmd	btmd
q	lqcvzd	lcvzd
f	tdfn	tdn
p	lqjghrtpf	lqjghrtf
s	sjz	jz
g	fdbrzkcg	fdbrzkc
b	vgbxlnr	vgxlnr
m	mkfl	kfl
d	tvpcgwkfmd	tvpcgwkfm
q	fvzwqgrc	fvzwgrc
f	sfcrpg	scrpg
h	qcdjh	qcdj
g	kqfdtxg	kqfdtx
z	ztwx	twx
g	hbsdfqg	hbsdfq
b	xcvbltr	xcvltr
w	tlfhzwv	tlfhzv
m	gmcrkx	gcrkx
h	qjthcdk	qjtcdk
k	stpvklg	stpvlg
s	cbmxslvjz	cbmxlvjz
q	fdxqj	fdxj
r	rlm	lm
p	ldzpvqs	ldzvqs
l	vzgdlqpsbw	vzgdqpsbw
z	kxpwnz	kxpwn
k	cdkxfhmb	cdxfhmb
w	lgwd	lgd
x	mhtswx	mhtsw
d	mtkldsb	mtklsb
q	vnfcblqp	vnfcblp
k	klswthg	lswthg
w	jwtrdzsqn	jtrdzsqn
p	cpqtzvxgwj	cqtzvxgwj
s	tpswg	tpwg
m	krxvbqmngw	krxvbqngw
d	qpzvdnhsfkmwtljc	qpzvnhsfkmwtljc
s	gsdbnzpmh	gdbnzpmh
h	jbldhpnfm	jbldpnfm
m	mbhzqskljt	bhzqskljt
w	wshfln	shfln
g	wgdplzvfn	wdplzvfn
n	dlqsbxjnzg	dlqsbxjzg
t	gqst	gqs
b	kfvmjhbtxz	kfvmjhtxz
g	vzncdhbfgtqjlmrsp	vzncdhbftqjlmrsp
l	gcdxwvlkt	gcdxwvkt
q	ghq	gh
z	bnwhzj	bnwhj
x	fxnqgbwh	fnqgbwh
m	zcmdvltbnrghjkp	zcdvltbnrghjkp
n	nhbd	hbd
s	bslpgcxth	blpgcxth
t	tnrpqkcm	nrpqkcm
l	lqknx	qknx
p	fkpncbmj	fkncbmj
b	bjgqlrx	jgqlrx
w	zjswhtncvl	zjshtncvl
s	rgkshvnpzb	rgkhvnpzb
f	cfwk	cwk
f	ngfmz	ngmz
r	hvwcprfglxs	hvwcpfglxs
z	fsmbhrltzkj	fsmbhrltkj
f	knfm	knm
r	ctvlmpr	ctvlmp
z	ncrzklw	ncrklw
q	qzbhjsx	zbhjsx
m	hqsblm	hqsbl
m	mbpgrl	bpgrl
q	tqsxzhvj	tsxzhvj
w	zmnwkg	zmnkg
j	kdjpsc	kdpsc
n	knfhpxdmwglt	kfhpxdmwglt
d	kzjdfwpg	kzjfwpg
l	pdklcf	pdkcf
c	kclpjr	klpjr
g	prgmscftn	prmscftn
s	rsvwjdnztpq	rvwjdnztpq
k	kxfhgz	xfhgz
n	psnrlwj	psrlwj
z	nxhsqzbt	nxhsqbt
v	vgdwpk	gdwpk
d	hvrdgj	hvrgj
b	fsbzkclx	fszkclx
r	rkjbm	kjbm
s	mdnsxwvpq	mdnxwvpq
p	lhxnsptjwr	lhxnstjwr
m	wvhqdmlsj	wvhqdlsj
t	trzk	rzk
w	xgzncwm	xgzncm
k	kfbzxnm	fbzxnm
b	bftrgz	ftrgz
z	bhdmzt	bhdmt
q	dtgpzqmn	dtgpzmn
l	nrdwplh	nrdwph
j	xjhkclg	xhkclg
l	twlscv	twscv
z	hqxgzl	hqxgl
b	rvtbhq	rvthq
h	wqmpfht	wqmpft
b	zxpwgktb	zxpwgkt
w	bhwtlfnjd	bhtlfnjd
l	pvltmghwr	pvtmghwr
s	tmscxpqnvd	tmcxpqnvd
h	pmhkfv	pmkfv
q	hqw	hw
w	zrnblqfdw	zrnblqfd
j	dcwhzxlpj	dcwhzxlp
v	cvt	ct
c	gbrcvdk	gbrvdk
m	jkm	jk
q	bqrftgjm	brftgjm
s	skxmwtcb	kxmwtcb
f	sfdzmvl	sdzmvl
n	wngrqz	wgrqz
q	lqtnw	ltnw
l	kxfdmjglt	kxfdmjgt
p	pqvtmw	qvtmw
d	gqdkr	gqkr
x	hxtmfs	htmfs
b	sqvmhplb	sqvmhpl
c	lspwnbmfchjt	lspwnbmfhjt
l	lxzm	xzm
b	dzfspbvr	dzfspvr
c	xltc	xlt
j	jgbc	gbc
r	vtbrzmx	vtbzmx
p	ztpbdmfxlq	ztbdmfxlq
g	shkfqg	shkfq
p	jntp	jnt
l	plswmfd	pswmfd
p	lgzp	lgz
f	dmzxgcfskh	dmzxgcskh
f	fhblsjqg	hblsjqg
p	nfpbc	nfbc
j	kdjslc	kdslc
d	hkjd	hkj
d	hgdpsz	hgpsz
f	tpnzhmgvlfk	tpnzhmgvlk
m	djmgzqbwtp	djgzqbwtp
f	cbnjftv	cbnjtv
g	qvhgnktx	qvhnktx
d	qdhxzfsgknptrj	qhxzfsgknptrj
m	jzcmf	jzcf
l	lxfzrwdj	xfzrwdj
b	hwvxqbjpfg	hwvxqjpfg
h	pchbqj	pcbqj
p	xpjq	xjq
n	xndzfstv	xdzfstv
g	ghf	hf
l	pvfgzxmrhwkbtql	pvfgzxmrhwkbtq
v	hmzcplvf	hmzcplf
v	fmvxtkdqr	fmxtkdqr
m	wmxrn	wxrn
f	gspfwbqrk	gspwbqrk
l	zlgjncw	zgjncw
d	cwzfd	cwzf
k	rkgx	rgx
c	dhwlc	dhwl
t	bkhqjzt	bkhqjz
l	jxqkwdzlm	jxqkwdzm
l	nktgblj	nktgbj
f	crgxkfsz	crgxksz
r	rthwqxcpfl	thwqxcpfl
d	gtxdfb	gtxfb
g	gmtjqf	mtjqf
h	hpwflszrtb	pwflszrtb
g	xwmvgc	xwmvc
t	lnwsqdztgr	lnwsqdzgr
d	pktmdvg	pktmvg
g	jswcbgpx	jswcbpx
c	cxjfrpsqk	xjfrpsqk
v	hcnjpvkq	hcnjpkq
z	clvz	clv
k	pgldnsbk	pgldnsb
n	ktzmnwjqp	ktzmwjqp
s	xrjcvspb	xrjcvpb
z	sbjrmwznfxl	sbjrmwnfxl
q	blchq	blch
g	rgmjpsfnvct	rmjpsfnvct
k	kpsqrbtz	psqrbtz
w	wrvngzj	rvngzj
b	bxrlc	xrlc
w	mpdqjsgwfn	mpdqjsgfn
t	kbtm	kbm
h	fnzrlqgxchk	fnzrlqgxck
r	tmdrchg	tmdchg
q	fjbqt	fjbt
h	nblpgwfkh	nblpgwfk
d	lrzgbdt	lrzgbt
n	xvnpdq	xvpdq
j	cbnjxvpg	cbnxvpg
w	mfgkqswjv	mfgkqsjv
g	clghn	clhn
w	hnwdsxt	hndsxt
h	lwchjszp	lwcjszp
z	gcwdtzmpq	gcwdtmpq
r	ksfrvlqmpxjw	ksfvlqmpxjw
m	ckmwxt	ckwxt
g	gctp	ctp
k	nkpghmbtl	npghmbtl
