input1	input2	input3	label
g	n	sgb	snb
j	h	kfjqs	kfhqs
k	b	fdkzxtp	fdbzxtp
n	w	knst	kwst
g	l	jvhg	jvhl
n	i	mqjnd	mqjid
h	e	rlhnq	rlenq
d	j	hdxfr	hjxfr
w	q	wrdpcs	qrdpcs
h	c	vlshfpnkdg	vlscfpnkdg
g	p	npqrgkcm	npqrpkcm
c	r	qvbtkrclpxdhf	qvbtkrrlpxdhf
n	m	gmcnrb	gmcmrb
q	v	ldzpqc	ldzpvc
b	o	kcbdnvsr	kcodnvsr
r	i	mcrs	mcis
b	x	xbf	xxf
c	f	bvlnxckzf	bvlnxfkzf
b	v	phlb	phlv
c	x	vwmbcgst	vwmbxgst
k	q	vrkn	vrqn
r	c	crbvpfsdwmt	ccbvpfsdwmt
q	p	wmpvqnt	wmpvpnt
j	x	wxpkgj	wxpkgx
j	v	jtnh	vtnh
q	a	vqrcbpzt	varcbpzt
p	y	tvmpjcshqdfk	tvmyjcshqdfk
x	b	vbfxgsqk	vbfbgsqk
v	h	zlpvwf	zlphwf
m	j	mzbpnhxt	jzbpnhxt
s	t	srbj	trbj
c	t	hqmxcb	hqmxtb
s	b	sdrnz	bdrnz
t	c	gvpjltbn	gvpjlcbn
c	c	zpflqcdhr	zpflqcdhr
l	i	xlzpnm	xizpnm
g	m	xhwnrqvg	xhwnrqvm
n	o	mjcsnzg	mjcsozg
f	x	qwmnfc	qwmnxc
g	r	zlsnhgpxrwqc	zlsnhrpxrwqc
g	u	zwgjlr	zwujlr
r	u	vntfhprzklgc	vntfhpuzklgc
p	n	whcpdrfv	whcndrfv
x	c	hrgxfptjdcnkl	hrgcfptjdcnkl
n	p	xrnpfgbdz	xrppfgbdz
m	v	kwjmrc	kwjvrc
p	e	pgtwhsb	egtwhsb
z	p	fncrmtz	fncrmtp
d	y	mtkjpsdfq	mtkjpsyfq
j	p	jkhmgcrw	pkhmgcrw
l	m	gdnqrpl	gdnqrpm
g	o	fgdm	fodm
m	y	fhm	fhy
q	p	tjrwkxvzgmfqs	tjrwkxvzgmfps
n	z	pndjm	pzdjm
g	a	cgjfsklm	cajfsklm
k	b	qdckntl	qdcbntl
h	d	hrjcbmtgdfz	drjcbmtgdfz
h	o	zsmhjdxf	zsmojdxf
c	t	cgdhxlj	tgdhxlj
v	y	rvjsbx	ryjsbx
g	j	dgvbfc	djvbfc
j	o	mntqj	mntqo
c	v	gjcmd	gjvmd
r	f	frxtlz	ffxtlz
l	j	brntqlpk	brntqjpk
j	u	thzksjv	thzksuv
p	s	bdpj	bdsj
q	l	xbtkcq	xbtkcl
b	z	ltvbm	ltvzm
m	s	lgmtnd	lgstnd
h	c	bczphr	bczpcr
v	m	kjfvcbztd	kjfmcbztd
x	f	mtzxfjh	mtzffjh
b	i	dsbql	dsiql
d	w	hfcdkmp	hfcwkmp
x	e	fbx	fbe
x	g	flgx	flgg
t	h	ctkz	chkz
q	o	cnrvpjfqk	cnrvpjfok
t	i	wjtlsdxzc	wjilsdxzc
l	j	nvpmkjl	nvpmkjj
z	k	bpczx	bpckx
z	d	rljvqptzxfb	rljvqptdxfb
p	p	qkrjpfsm	qkrjpfsm
r	l	frctshmbn	flctshmbn
g	l	gjmpl	ljmpl
b	g	mhxgtdvcb	mhxgtdvcg
b	y	bgtrpdm	ygtrpdm
v	w	wcndvf	wcndwf
r	h	tkvrbhq	tkvhbhq
c	a	dgxmpksnrc	dgxmpksnra
k	a	wkbsgq	wabsgq
t	n	wbsqcfrdtvnl	wbsqcfrdnvnl
l	y	fhclqgm	fhcyqgm
g	z	mljgzrfkcs	mljzzrfkcs
b	v	xbjc	xvjc
v	x	cndkwfv	cndkwfx
h	o	nwpjmqhclrf	nwpjmqoclrf
v	s	zxmvlwd	zxmslwd
x	d	xljbtgqv	dljbtgqv
n	z	wqnsjg	wqzsjg
k	t	phfdvktj	phfdvttj
z	l	rvtzfxc	rvtlfxc
b	u	gmbq	gmuq
s	l	nsmlz	nlmlz
s	i	tpvmzjs	tpvmzji
m	a	mbtwpsdf	abtwpsdf
w	n	vwfhnzlgk	vnfhnzlgk
k	g	fxqtkj	fxqtgj
s	k	vnsdwbrpz	vnkdwbrpz
l	g	mczvlntg	mczvgntg
j	i	fxltzcvdj	fxltzcvdi
s	f	mgsvnjprt	mgfvnjprt
j	s	pqmgjzwfs	pqmgszwfs
b	t	ctjpzrbfk	ctjpzrtfk
q	y	bqpd	bypd
f	c	jfndqsbvlt	jcndqsbvlt
m	u	lmfzrd	lufzrd
z	f	mzhwd	mfhwd
r	i	chwtjnkrl	chwtjnkil
q	q	tsqxzdgmfphkrv	tsqxzdgmfphkrv
t	i	lrcvjtxsf	lrcvjixsf
s	f	rkfsxpl	rkffxpl
b	q	bvnlhkw	qvnlhkw
g	u	klntg	klntu
s	q	bqnsfj	bqnqfj
w	g	hwgl	hggl
t	o	gnwkt	gnwko
k	d	jmpknbf	jmpdnbf
q	c	mlwqbn	mlwcbn
d	s	djxvhfcg	sjxvhfcg
b	u	vhcgzsxb	vhcgzsxu
h	o	hlpqf	olpqf
m	g	trm	trg
w	q	kplw	kplq
q	n	bqjht	bnjht
l	z	xcwl	xcwz
s	h	srxkgq	hrxkgq
v	b	gsrqlkwntjv	gsrqlkwntjb
v	d	znclvds	zncldds
c	u	mxch	mxuh
c	x	bflkqdpvc	bflkqdpvx
m	n	ktjpvmq	ktjpvnq
d	h	dhc	hhc
g	z	sjdgn	sjdzn
m	k	tmwshdfzr	tkwshdfzr
k	f	qlhk	qlhf
w	x	spbtw	spbtx
j	a	rmxhcsgqwj	rmxhcsgqwa
l	z	kfgl	kfgz
t	o	wgtnfl	wgonfl
m	l	mhgbtfqwkrl	lhgbtfqwkrl
h	e	vkhzbw	vkezbw
p	p	dphk	dphk
z	d	tlzhgdnv	tldhgdnv
h	b	rdjhftgs	rdjbftgs
h	t	fjxpvghzw	fjxpvgtzw
q	q	sqdr	sqdr
d	r	fdjpqrvn	frjpqrvn
t	r	pncqjvtkfml	pncqjvrkfml
f	i	lpqmwf	lpqmwi
f	o	cfnxgtv	conxgtv
w	h	fdqwtrg	fdqhtrg
m	v	pqsrvdlwm	pqsrvdlwv
d	g	ngfjvbxdh	ngfjvbxgh
n	o	vkthgzcbjnqfxdlw	vkthgzcbjoqfxdlw
d	h	lstdgwp	lsthgwp
d	a	wgdn	wgan
p	i	crnsbpgwhvdt	crnsbigwhvdt
s	z	shkrfx	zhkrfx
f	x	tfmvwsn	txmvwsn
x	b	xsjh	bsjh
b	y	fbjkpvt	fyjkpvt
l	y	stmvjzrlhc	stmvjzryhc
n	y	xwmdtcbnf	xwmdtcbyf
t	i	pzsmt	pzsmi
w	c	wkgclmnzjf	ckgclmnzjf
c	b	kbhnqjzclw	kbhnqjzblw
t	o	dzxbpvwmtn	dzxbpvwmon
p	v	gbpxj	gbvxj
d	z	xdbn	xzbn
r	x	lrtd	lxtd
q	c	wbpzjqvh	wbpzjcvh
s	w	wxhpsz	wxhpwz
x	j	bfpkctx	bfpkctj
r	e	dtmwqrbfx	dtmwqebfx
c	b	ghbqdjscr	ghbqdjsbr
z	a	tbzw	tbaw
t	v	mnqktlzrpv	mnqkvlzrpv
m	g	tpbfnqvdrm	tpbfnqvdrg
r	o	vgckxrfd	vgckxofd
w	w	ctlvqwf	ctlvqwf
c	b	drnct	drnbt
d	s	jqfdh	jqfsh
b	r	rfb	rfr
r	j	hcrpln	hcjpln
g	v	qlnczmfhgwxr	qlnczmfhvwxr
x	r	njgtqbfsmx	njgtqbfsmr
k	c	bwjzrkndl	bwjzrcndl
z	i	zmnfjhcglb	imnfjhcglb
g	p	zwmg	zwmp
m	b	dmfs	dbfs
w	y	kwth	kyth
w	u	ztxpqvnfgwsj	ztxpqvnfgusj
l	p	lsjtdrfmwbk	psjtdrfmwbk
f	b	bwcsfvd	bwcsbvd
t	u	nhst	nhsu
z	l	xzgqhmjcsnk	xlgqhmjcsnk
w	z	ptbwxzvlrf	ptbzxzvlrf
f	u	vtpkzfqh	vtpkzuqh
x	t	klqxfp	klqtfp
q	m	gdmq	gdmm
h	j	xgmpdbhcr	xgmpdbjcr
r	f	ldvrqm	ldvfqm
k	e	ckvm	cevm
d	n	wmhdcnblfvxtgsj	wmhncnblfvxtgsj
k	h	mvkq	mvhq
f	o	wbdmxhfv	wbdmxhov
j	l	jhdcr	lhdcr
g	j	lkhgqtrzs	lkhjqtrzs
s	c	skmnlxq	ckmnlxq
n	e	pgmjvbhrn	pgmjvbhre
l	w	trvkl	trvkw
n	t	qgnfbwxmhp	qgtfbwxmhp
v	c	jzdlvfhxk	jzdlcfhxk
f	g	vdjcfstzrp	vdjcgstzrp
b	s	bxng	sxng
s	i	psxgfmd	pixgfmd
k	t	dbmvjsklq	dbmvjstlq
v	i	dxtgszhqjv	dxtgszhqji
h	k	sfklghtn	sfklgktn
r	h	nhpczfrw	nhpczfhw
s	a	tsqvp	taqvp
p	i	przgbdfhxj	irzgbdfhxj
z	g	nztmlfg	ngtmlfg
k	z	kfzlt	zfzlt
w	b	frxthnsjvdcw	frxthnsjvdcb
v	n	fvbzh	fnbzh
c	e	zcfrdt	zefrdt
v	o	kmtqxcv	kmtqxco
q	k	ztmpnq	ztmpnk
z	q	zgxb	qgxb
b	e	bkjsrvhfpxwz	ekjsrvhfpxwz
d	p	ldwgh	lpwgh
s	h	zjfxs	zjfxh
p	b	lpgwd	lbgwd
h	q	dhcpwqr	dqcpwqr
v	v	wvmcprzldk	wvmcprzldk
h	t	bsnqcthk	bsnqcttk
g	f	nwdbtfjgqrxpkv	nwdbtfjfqrxpkv
z	g	qspxmzkclhbg	qspxmgkclhbg
h	u	djtnqhp	djtnqup
b	z	kbhr	kzhr
s	d	vsjzkp	vdjzkp
j	v	mtfxwjqng	mtfxwvqng
z	w	kzvxb	kwvxb
f	g	xndphfbgrjc	xndphgbgrjc
p	h	qkjfp	qkjfh
v	j	sxvdmbfcrq	sxjdmbfcrq
n	a	zjlnwc	zjlawc
r	y	mvjr	mvjy
x	d	bmwpfx	bmwpfd
p	g	kbtlpvsg	kbtlgvsg
x	w	rxswn	rwswn
h	g	plkftghrn	plkftggrn
c	d	wdctb	wddtb
n	c	nszvfdp	cszvfdp
h	t	vht	vtt
q	k	fpqrkj	fpkrkj
q	z	cfzkpvtqbwnhgj	cfzkpvtzbwnhgj
g	s	kgzlc	kszlc
s	t	nmlfrbqtsz	nmlfrbqttz
c	o	hbgcksmrq	hbgoksmrq
w	u	dwgxjqth	dugxjqth
z	y	tzkjfh	tykjfh
x	d	xsdk	dsdk
z	p	psmbznkft	psmbpnkft
f	x	fjg	xjg
k	m	bvpjnkfwxd	bvpjnmfwxd
v	g	vpmz	gpmz
r	w	rslj	wslj
m	z	glpmwv	glpzwv
d	p	qhmdlcrfzt	qhmplcrfzt
x	q	rfgdjkhtxwz	rfgdjkhtqwz
z	j	zwhkfcqpv	jwhkfcqpv
w	d	wtjhcdk	dtjhcdk
s	a	lmns	lmna
p	j	pfjqvzsklhg	jfjqvzsklhg
g	g	grjf	grjf
l	r	qhpfls	qhpfrs
c	b	hbcvz	hbbvz
x	l	bpxtvdl	bpltvdl
m	r	mdvx	rdvx
b	k	vfghmkqrlb	vfghmkqrlk
n	d	nmvswlzcpr	dmvswlzcpr
v	i	gcnzwfv	gcnzwfi
t	z	wctqh	wczqh
m	o	nmc	noc
m	p	bmxjphzqv	bpxjphzqv
z	c	wzrgvmlncb	wcrgvmlncb
k	u	skld	suld
v	i	kbvclg	kbiclg
k	b	nkvljxgh	nbvljxgh
w	h	mlxhzstkwv	mlxhzstkhv
g	y	msbwvg	msbwvy
g	s	ngjvd	nsjvd
h	e	fhrlvqdjbns	ferlvqdjbns
k	e	svpklhxq	svpelhxq
v	i	vrsgh	irsgh
q	e	qjsf	ejsf
b	b	gtsxhbzkl	gtsxhbzkl
q	e	cfbdstq	cfbdste
q	v	ncrmzqtvp	ncrmzvtvp
m	d	rsdmngpk	rsddngpk
r	n	tjr	tjn
z	i	cbfkzwsnh	cbfkiwsnh
z	k	prvzj	prvkj
b	f	wzpbm	wzpfm
h	l	kcrljghxs	kcrljglxs
v	o	wktvlbhp	wktolbhp
d	e	kclbhd	kclbhe
z	o	fdzwc	fdowc
s	k	nvfscpr	nvfkcpr
w	o	wdzjfxvlqn	odzjfxvlqn
n	e	vnrbhcdj	verbhcdj
q	z	bchdmxnpqf	bchdmxnpzf
k	j	vtzlbqk	vtzlbqj
f	s	nkgptflxmzd	nkgptslxmzd
c	j	zvxcsnm	zvxjsnm
j	b	lczktgjf	lczktgbf
b	q	fbxv	fqxv
b	k	jxpcrbnsdk	jxpcrknsdk
c	z	kvwcz	kvwzz
z	z	dbhsjzlrx	dbhsjzlrx
w	x	wcxp	xcxp
m	g	mfszg	gfszg
c	d	nlwrcf	nlwrdf
b	d	jbz	jdz
k	h	tdbkq	tdbhq
s	d	bxmkndhsv	bxmkndhdv
d	s	bmkdzp	bmkszp
z	f	dhlztbcj	dhlftbcj
p	z	pkjnzqwgt	zkjnzqwgt
p	l	qkzjplrvxscmht	qkzjllrvxscmht
m	u	hmcgjt	hucgjt
x	r	hxbtdng	hrbtdng
b	w	klvbtwhxdn	klvwtwhxdn
p	s	mlcvpbgk	mlcvsbgk
j	p	jrlxpb	prlxpb
s	y	hsnfzclt	hynfzclt
w	u	vhw	vhu
b	u	fwtdbn	fwtdun
s	j	sxvctzrhnkqbjlp	jxvctzrhnkqbjlp
l	s	bwldqm	bwsdqm
l	u	mvlszfnpcwdb	mvuszfnpcwdb
f	v	nfmptdc	nvmptdc
c	n	qtmkljgchw	qtmkljgnhw
j	o	wbzjp	wbzop
b	l	bfgms	lfgms
l	s	kdrzxnfgl	kdrzxnfgs
r	y	xpgrkf	xpgykf
s	n	lhwmbsgpdv	lhwmbngpdv
x	n	qxgrj	qngrj
v	m	vblqrc	mblqrc
j	o	nlvj	nlvo
r	l	fnvqrg	fnvqlg
r	w	xvtnbrg	xvtnbwg
m	c	ckwjtzslhbgmnd	ckwjtzslhbgcnd
d	d	bstrhdc	bstrhdc
m	k	qjkxhdctnlzm	qjkxhdctnlzk
n	u	gnrk	gurk
t	i	zskct	zskci
m	l	bvwm	bvwl
g	e	dqxthjrcgnm	dqxthjrcenm
j	x	xrpblmhkftgjzcwvs	xrpblmhkftgxzcwvs
p	t	mwslctkfp	mwslctkft
v	c	jtcgvhwsd	jtcgchwsd
q	q	grcxq	grcxq
w	l	dmfvbqwj	dmfvbqlj
k	s	tnkpgfjmc	tnspgfjmc
c	l	fxrmcdst	fxrmldst
l	m	ncpxdqkl	ncpxdqkm
f	s	srfdnblxcq	srsdnblxcq
p	l	ckjlxpw	ckjlxlw
m	d	kmbrf	kdbrf
h	l	hpljrnzm	lpljrnzm
h	w	pmhszqn	pmwszqn
t	n	ctwf	cnwf
b	d	vnftpxbs	vnftpxds
x	c	hsxrcvz	hscrcvz
r	i	hfnsrd	hfnsid
c	y	srcjw	sryjw
t	w	xjwvkltps	xjwvklwps
c	k	vsjdpngrxqc	vsjdpngrxqk
p	a	qgbcpw	qgbcaw
r	y	rztpxbwqs	yztpxbwqs
g	l	tlgkmn	tllkmn
x	x	xdvnlhzr	xdvnlhzr
r	i	rjnfmck	ijnfmck
r	x	mrwhbvg	mxwhbvg
c	k	cmtqwjg	kmtqwjg
d	t	vlpxcdjsk	vlpxctjsk
d	r	dbrl	rbrl
q	q	zshqfb	zshqfb
k	d	plhqvkbrs	plhqvdbrs
z	g	czgvwx	cggvwx
q	q	qbkxrph	qbkxrph
k	h	dnkr	dnhr
n	r	phbgzcdnv	phbgzcdrv
c	i	klhcd	klhid
z	b	xcbgznds	xcbgbnds
j	h	pkwrljgncq	pkwrlhgncq
p	n	hkjcmxbzfp	hkjcmxbzfn
x	j	bthfldsvnpwgxrz	bthfldsvnpwgjrz
f	h	cftkdp	chtkdp
q	n	dhq	dhn
m	x	fshmwqg	fshxwqg
q	p	gqxf	gpxf
g	j	lgtf	ljtf
z	i	xlvzp	xlvip
s	t	rlzkgjwcmvds	rlzkgjwcmvdt
z	n	pzmwcnq	pnmwcnq
n	p	nxqdtlpz	pxqdtlpz
f	y	jlsfr	jlsyr
s	p	xmjsq	xmjpq
n	p	ghtnvcb	ghtpvcb
k	o	fqkj	fqoj
p	l	fshgwbdnpl	fshgwbdnll
v	a	vphnxgmb	aphnxgmb
r	m	npvrf	npvmf
l	d	pbnqczlx	pbnqczdx
w	n	gflmvqwbn	gflmvqnbn
c	x	cwplkr	xwplkr
c	w	twckl	twwkl
c	b	xrjlctd	xrjlbtd
p	f	zprbhqxwsj	zfrbhqxwsj
v	e	vtdnc	etdnc
m	v	mcvgbdznkqtjx	vcvgbdznkqtjx
m	z	vdqsm	vdqsz
d	w	nrgzctdh	nrgzctwh
p	b	bjrwqncptv	bjrwqncbtv
v	u	mfsv	mfsu
r	r	rhtfmj	rhtfmj
b	w	zbcxfvmhr	zwcxfvmhr
b	h	dbcvztjlk	dhcvztjlk
l	j	wfjpctlv	wfjpctjv
v	c	nqrkpjsvw	nqrkpjscw
v	h	nzqhvp	nzqhhp
b	j	xvpbn	xvpjn
k	y	xsrqcbhnmdkj	xsrqcbhnmdyj
j	a	hjvdgpflmsnc	havdgpflmsnc
t	y	qhxgltb	qhxglyb
x	t	nxsz	ntsz
t	k	wcvtsnkmdr	wcvksnkmdr
c	v	zwprtncxh	zwprtnvxh
v	q	qzwvdl	qzwqdl
r	l	hfkqwtvrpj	hfkqwtvlpj
x	c	xdbr	cdbr
x	g	xgkvl	ggkvl
g	l	lgsxjfhpr	llsxjfhpr
p	j	fwkxp	fwkxj
b	u	tlsqrbkvx	tlsqrukvx
c	p	tklhcp	tklhpp
n	f	kjfhn	kjfhf
r	k	rfxlvmdj	kfxlvmdj
h	q	ndhgpzrmt	ndqgpzrmt
h	m	bpzxrhgqtcw	bpzxrmgqtcw
f	q	zphsfk	zphsqk
f	u	dgclfmv	dgclumv
v	g	ndtslhvwk	ndtslhgwk
q	e	zjcgbqdmr	zjcgbedmr
d	i	nfgpkvlzqjhdm	nfgpkvlzqjhim
c	v	lwqghcv	lwqghvv
f	j	fmcldj	jmcldj
m	h	jpcxvmkf	jpcxvhkf
n	e	qctmn	qctme
z	y	bwgdmsqvcz	bwgdmsqvcy
n	p	slpthxnrz	slpthxprz
z	f	xjwdzshbtpq	xjwdfshbtpq
f	a	ngtpf	ngtpa
k	x	rdbtkc	rdbtxc
j	i	nrxcsgjqfh	nrxcsgiqfh
j	x	tvsfghbjrmwzxkl	tvsfghbxrmwzxkl
g	t	bgwfn	btwfn
w	y	rfpxwm	rfpxym
t	d	tzbv	dzbv
q	u	rqgschbfvkwjt	rugschbfvkwjt
d	x	dsg	xsg
v	x	wdmjvtg	wdmjxtg
v	t	vhdksj	thdksj
l	c	mlngzsrthkvxd	mcngzsrthkvxd
c	w	phjvcfw	phjvwfw
n	t	wnmxglvbs	wtmxglvbs
l	n	jglqr	jgnqr
t	l	rglphktmb	rglphklmb
f	u	jsqntfvx	jsqntuvx
j	z	ghjq	ghzq
g	h	gqhrkf	hqhrkf
k	a	kqwx	aqwx
h	s	hclzvp	sclzvp
t	g	smdtjwrp	smdgjwrp
c	x	rbfjnc	rbfjnx
l	p	nqrjlxc	nqrjpxc
g	c	ktmsdgv	ktmsdcv
w	a	cwfvn	cafvn
x	r	dpqnmxs	dpqnmrs
d	k	rdfqtcbgzw	rkfqtcbgzw
x	f	zxjchwgl	zfjchwgl
s	x	mvkdwnsxr	mvkdwnxxr
w	k	lznsw	lznsk
g	h	gxqmflhbcstwv	hxqmflhbcstwv
d	v	dcrvwkqpmzn	vcrvwkqpmzn
b	l	xckqtnbv	xckqtnlv
t	u	btcfgnvq	bucfgnvq
q	y	nxbcqkjmg	nxbcykjmg
t	d	gnmkvlbstwx	gnmkvlbsdwx
r	a	rngf	angf
g	y	glxdvqmwjh	ylxdvqmwjh
l	q	lmfnt	qmfnt
z	x	rpzxk	rpxxk
b	r	xwbsz	xwrsz
b	c	pbwjxhr	pcwjxhr
b	y	cxmpjbn	cxmpjyn
f	v	tgmjzlvfhkqnw	tgmjzlvvhkqnw
r	w	slrbtqxn	slwbtqxn
b	m	lbzjfvq	lmzjfvq
t	o	tmwrdfx	omwrdfx
x	k	bdchx	bdchk
g	k	vkxcgh	vkxckh
z	m	znxk	mnxk
w	m	fnhvdskwplg	fnhvdskmplg
k	a	tcksnzm	tcasnzm
s	n	xshcn	xnhcn
l	y	jrtgpkqhwxcnlf	jrtgpkqhwxcnyf
h	k	vndbhsg	vndbksg
z	n	zhmd	nhmd
v	r	qdmnzkcgjhrlv	qdmnzkcgjhrlr
s	z	pbfknms	pbfknmz
t	c	smlwhqt	smlwhqc
b	j	zpvmtbjkhdsc	zpvmtjjkhdsc
k	v	qwdgkrchfnj	qwdgvrchfnj
l	s	psqlkhnrc	psqskhnrc
l	n	fkzljpdcn	fkznjpdcn
m	n	gbvsmnhw	gbvsnnhw
f	b	schbfdj	schbbdj
t	u	khtmcdqbpzf	khumcdqbpzf
c	s	nzstc	nzsts
c	i	bcdwv	bidwv
z	j	xjhrlvzbwd	xjhrlvjbwd
z	d	glvzqcrwtk	glvdqcrwtk
v	e	pcvx	pcex
c	v	dxwcbgz	dxwvbgz
k	x	kzvngt	xzvngt
v	o	cthvzl	cthozl
k	u	skvbpxhcjlw	suvbpxhcjlw
b	r	qznskbflcrj	qznskrflcrj
c	f	gcvfjd	gfvfjd
x	w	fxhrcwzqnsm	fwhrcwzqnsm
p	e	tjhxpmvgwc	tjhxemvgwc
c	d	whtjcmdgvxp	whtjdmdgvxp
k	s	gjrmkph	gjrmsph
d	s	vdpcl	vspcl
w	l	qlwsn	qllsn
f	d	lvjmfq	lvjmdq
l	i	wqjlv	wqjiv
p	q	pqctmwh	qqctmwh
h	m	hckqt	mckqt
f	z	fdgrw	zdgrw
f	a	rxgfnkt	rxgankt
v	x	hdkpgvb	hdkpgxb
p	j	vpdgstrknxfw	vjdgstrknxfw
w	n	gwtbmhdxj	gntbmhdxj
d	s	fvtd	fvts
b	x	fwpmsvtnqzkxdlcbhg	fwpmsvtnqzkxdlcxhg
h	i	rth	rti
f	e	gjdclprhxf	gjdclprhxe
j	q	cmtrzwjqld	cmtrzwqqld
g	k	mgwk	mkwk
p	n	ptcbkvlgzfd	ntcbkvlgzfd
z	n	ztjncs	ntjncs
s	k	wfpzsrmj	wfpzkrmj
n	e	tzmdjn	tzmdje
c	u	fcwhkrp	fuwhkrp
q	i	qkbhjlxgv	ikbhjlxgv
q	r	xtqbvnf	xtrbvnf
p	g	zphcjl	zghcjl
r	j	mtqpgcrw	mtqpgcjw
m	x	xjfzmsgwrptc	xjfzxsgwrptc
k	f	fbk	fbf
v	t	hnmctvbd	hnmcttbd
s	a	pzmnvhs	pzmnvha
s	w	tspmh	twpmh
s	i	bhmfgvknqs	bhmfgvknqi
p	a	rpjg	rajg
k	m	khzmrptjd	mhzmrptjd
t	a	bxwgmt	bxwgma
d	s	hdgfjctkz	hsgfjctkz
b	u	xzmdb	xzmdu
h	w	gvrhbjc	gvrwbjc
p	p	xrbtpdmh	xrbtpdmh
w	q	hkwqflsc	hkqqflsc
v	c	mvkbnj	mckbnj
v	v	wkcrvjq	wkcrvjq
f	w	lzfhxwvdg	lzwhxwvdg
m	u	ktmsvb	ktusvb
j	v	gwlbxjqnkt	gwlbxvqnkt
h	a	hlptmn	alptmn
p	w	pdnchg	wdnchg
f	m	mkxzthcbfslqn	mkxzthcbmslqn
q	u	qhtw	uhtw
n	i	vbcxkdns	vbcxkdis
m	t	ngqvm	ngqvt
m	i	pmvklzt	pivklzt
v	b	vlfm	blfm
x	t	xwglb	twglb
l	r	shljzwvkg	shrjzwvkg
m	z	gwplhsjmfc	gwplhsjzfc
n	u	pdvtnb	pdvtub
q	y	spqzr	spyzr
g	t	bnzqgh	bnzqth
h	g	hzfcbdg	gzfcbdg
g	u	tfgz	tfuz
p	u	mwpl	mwul
r	c	rwkfv	cwkfv
l	z	tcqwfl	tcqwfz
p	i	tqpr	tqir
x	c	rcfqpxzs	rcfqpczs
r	b	bpvcsjxgr	bpvcsjxgb
r	g	fsjkqztrx	fsjkqztgx
t	z	tjm	zjm
w	b	gqwpvmrx	gqbpvmrx
t	p	kqtxpn	kqpxpn
m	t	tszdcbhrpwnmx	tszdcbhrpwntx
x	x	jsqvbgxn	jsqvbgxn
q	u	ntglq	ntglu
d	q	xtnqd	xtnqq
r	j	gcfjrxw	gcfjjxw
t	f	rjtzwxgvb	rjfzwxgvb
g	u	nbshkljtdwgz	nbshkljtdwuz
p	n	cbrpk	cbrnk
v	g	vptlq	gptlq
f	r	dqhxbfjrzc	dqhxbrjrzc
k	c	lkbrwzc	lcbrwzc
g	k	wmlgdpftkx	wmlkdpftkx
h	x	rfvwhdlzjbk	rfvwxdlzjbk
s	f	gtqfxswrljpdz	gtqfxfwrljpdz
z	r	spkqwzdn	spkqwrdn
x	w	xkmsf	wkmsf
m	w	mnfc	wnfc
q	d	glvqnxkpz	glvdnxkpz
w	x	glwxcf	glxxcf
p	e	hmgjtnsp	hmgjtnse
p	m	vhmxsp	vhmxsm
z	v	zjrbmnt	vjrbmnt
v	k	zvqlshbjk	zkqlshbjk
b	p	pnb	pnp
t	b	trfz	brfz
f	s	dhjkwbqrf	dhjkwbqrs
g	c	jbwgtnp	jbwctnp
l	n	dtsbhvqkjzwl	dtsbhvqkjzwn
s	q	zqmtnbpxkcws	zqmtnbpxkcwq
r	w	jrlcftdxm	jwlcftdxm
x	b	kmtgvx	kmtgvb
b	x	bmj	xmj
m	u	mcsxbh	ucsxbh
n	i	crtbdjnxk	crtbdjixk
m	u	kmgl	kugl
g	a	bcwgfvs	bcwafvs
z	h	zdvbkg	hdvbkg
k	l	nfqkbhpr	nfqlbhpr
d	t	sdt	stt
n	k	fncds	fkcds
t	s	nbwmtxvzhc	nbwmsxvzhc
l	j	jnlmsrfp	jnjmsrfp
t	i	vtxzbhc	vixzbhc
l	s	gmkzxwbtljf	gmkzxwbtsjf
h	w	rnfzghxk	rnfzgwxk
c	k	pbdsctr	pbdsktr
h	q	dhpjxwzfnr	dqpjxwzfnr
k	t	krpcldhjg	trpcldhjg
l	r	swjvkxhl	swjvkxhr
m	s	mcfjhlnzxp	scfjhlnzxp
s	v	qpbs	qpbv
h	m	ntckhwp	ntckmwp
q	o	cqfkh	cofkh
c	g	bcmv	bgmv
w	t	pxvmbcwfnl	pxvmbctfnl
l	d	lqtpchg	dqtpchg
g	z	zksdjgxb	zksdjzxb
k	h	qjzktrg	qjzhtrg
b	a	bkt	akt
f	l	wbkhrfp	wbkhrlp
g	i	qgxhjnpdw	qixhjnpdw
g	o	rgfxtdmzw	rofxtdmzw
f	x	gbvlfm	gbvlxm
b	z	ksbnpc	ksznpc
s	i	rwvlbfsqk	rwvlbfiqk
r	v	crgwjm	cvgwjm
h	y	wtgfkqhpsj	wtgfkqypsj
l	m	xkplrcsvj	xkpmrcsvj
k	o	dkjmgcqv	dojmgcqv
p	u	dxghpqb	dxghuqb
r	v	kwlmrpqjh	kwlmvpqjh
p	n	tqzps	tqzns
l	i	wlfcmpsx	wifcmpsx
p	v	ldzpf	ldzvf
b	s	pglzxvcjbsfdtrkw	pglzxvcjssfdtrkw
x	a	zhjqsrpftxw	zhjqsrpftaw
s	o	qcwfvxlksbn	qcwfvxlkobn
z	d	mrdnzltj	mrdndltj
t	h	tnwsq	hnwsq
j	q	wjqdnxfcgb	wqqdnxfcgb
x	d	rkfnbwxtgldjqv	rkfnbwdtgldjqv
s	y	cpswbzvf	cpywbzvf
f	i	gjqfvpx	gjqivpx
h	t	hpqdw	tpqdw
s	b	svmqw	bvmqw
